SecId,Equity_Holding,Other_Holding,Assets_in_top10_holdings_percent,Reported_turnover_percent,Top3_sector_percent,Top5_sector_percent
F00000JZ78,48,11,\u2014,-9.83,56.26,75.07
F00000Z9NH,48,11,\u2014,-9.83,56.26,75.07
F00000JZ77,48,11,\u2014,-9.83,56.26,75.07
FOGBR05KLR,55,11,\u2014,9.21,58.77,78.99
F00000WVHN,55,11,\u2014,9.21,58.77,78.99
F00000WTHK,55,11,\u2014,9.21,58.77,78.99
F00000SX1T,55,11,\u2014,9.21,58.77,78.99
F000000KD4,55,11,\u2014,9.21,58.77,78.99
F000000EVD,52,10,\u2014,93.31,56.4,77.47
F00000Z9NI,52,10,\u2014,93.31,56.4,77.47
F00000VZO8,52,10,\u2014,93.31,56.4,77.47
F000001ATN,52,10,\u2014,93.31,56.4,77.47
F000010F2P,52,10,\u2014,93.31,56.4,77.47
FOGBR05U13,52,8,\u2014,56.04,56.59,77.54
F00000PY8F,52,8,\u2014,56.04,56.59,77.54
F00000WTHL,52,8,\u2014,56.04,56.59,77.54
F000000KDC,52,8,\u2014,56.04,56.59,77.54
F000010F5D,52,8,\u2014,56.04,56.59,77.54
FOGBR05KLS,167,21,\u2014,96.22,52.87,71.52
F000001ATM,167,21,\u2014,96.22,52.87,71.52
F00000MTVL,78,2,\u2014,42.15,48.34,66.15
F00000MTVM,78,2,\u2014,42.15,48.34,66.15
FOGBR05KLT,36,3,\u2014,114.36,51.71,74.17
F00000XAXE,36,3,\u2014,114.36,51.71,74.17
F000000KDA,36,3,\u2014,114.36,51.71,74.17
FOGBR05KLU,42,5,\u2014,161.94,55.92,81.92
F00000NMLQ,23,1,46,118.01,84.48,100
F00000OQRR,23,1,46,118.01,84.48,100
F00000NMLO,23,1,46,118.01,84.48,100
F00000QDUF,57,1,37,24.85,53.11,72.75
F0000101BR,36,9,46,-27.98,100,100
F000001AU7,42,5,\u2014,161.94,55.92,81.92
F00000W42B,47,17,\u2014,29.3,52.78,75.29
F00000O74P,47,17,\u2014,29.3,52.78,75.29
F00000NO6I,47,17,\u2014,29.3,52.78,75.29
F00000SX1Z,47,17,\u2014,29.3,52.78,75.29
F00000QDUX,56,7,46,0.68,100,100
F000010ZZS,30,26,35,\u2014,59.18,82.95
F000010ZZZ,30,26,35,\u2014,59.18,82.95
F000011007,52,1,37,\u2014,63.79,77.89
F00001100A,52,1,37,\u2014,63.79,77.89
F0GBR069TA,53,35,27,0.45,74.8,86.01
F00000ZW57,52,26,51,-0.34,58.36,82
F0GBR04OI3,39,28,48,-0.14,56.1,79.02
F0GBR04OYK,39,28,48,-0.14,56.1,79.02
F0GBR04OI1,39,28,48,-0.14,56.1,79.02
F00000THZB,39,28,48,-0.14,56.1,79.02
F00000ZX4O,39,28,48,-0.14,56.1,79.02
F00000LO66,35,13,22,19.95,65.42,80.58
F00000PSNM,35,13,22,19.95,65.42,80.58
F00000WP9R,35,13,22,19.95,65.42,80.58
F000010808,35,13,22,19.95,65.42,80.58
F00000XN2Z,35,13,22,19.95,65.42,80.58
F00000W222,27,6,39,\u2014,76.8,96.54
F00000YN8W,27,6,39,\u2014,76.8,96.54
F00000YN2U,27,6,39,\u2014,76.8,96.54
F000010A4Q,43,19,33,\u2014,55.85,73.53
F000010A4P,43,19,33,\u2014,55.85,73.53
F000010A4S,43,19,33,\u2014,55.85,73.53
F00000WL6H,37,18,42,\u2014,44.75,69.21
F00000WL6I,37,18,42,\u2014,44.75,69.21
F000010BFA,37,18,42,\u2014,44.75,69.21
F00000WL6R,37,18,42,\u2014,44.75,69.21
F00000WL6S,37,18,42,\u2014,44.75,69.21
F0GBR04R6M,45,17,29,71,47.05,71.37
F0000100MY,45,17,29,71,47.05,71.37
F00000ZC4G,46,1,32,\u2014,53.85,72.41
F00000ZC4H,46,1,32,\u2014,53.85,72.41
F00000VCT5,156,1,27,\u2014,49.48,73.8
F00000VC0N,156,1,27,\u2014,49.48,73.8
F00000VC0O,156,1,27,\u2014,49.48,73.8
F00000ZVEA,47,17,\u2014,29.3,52.78,75.29
F00000NO6M,47,17,\u2014,29.3,52.78,75.29
FOGBR05KLX,32,2,\u2014,79.24,60.58,82.88
F00000XAXC,32,2,\u2014,79.24,60.58,82.88
F000001ATL,32,2,\u2014,79.24,60.58,82.88
F00000ZZ5O,34,1,46,-6.63,100,100
F0GBR04C1G,40,1,53,18.48,68.07,88.44
F0GBR04IMN,40,1,53,18.48,68.07,88.44
F000010A5W,40,1,53,18.48,68.07,88.44
F0GBR04C4A,37,1,49,42.57,79.66,93.61
F0GBR04IKT,37,1,49,42.57,79.66,93.61
F0GBR04F1Q,112,35,17,306.6,61.1,79.09
F00000SJ0B,112,35,17,306.6,61.1,79.09
F00000UEGA,112,35,17,306.6,61.1,79.09
F0GBR04M9W,71,5,24,434.49,58.08,80.25
F00000TEMI,71,5,24,434.49,58.08,80.25
F00000UO55,71,5,24,434.49,58.08,80.25
F00000NZ06,46,5,38,39.87,59.94,80.6
F0GBR06IOE,46,5,38,39.87,59.94,80.6
F0GBR06KQ0,46,5,38,39.87,59.94,80.6
F00000QIFW,46,5,38,39.87,59.94,80.6
F00000Q28T,46,5,38,39.87,59.94,80.6
F00000QABY,46,5,38,39.87,59.94,80.6
F00000NPBU,46,5,38,39.87,59.94,80.6
F00000NPBV,46,5,38,39.87,59.94,80.6
F000014AA6,46,5,38,39.87,59.94,80.6
F00000OZXR,46,5,38,39.87,59.94,80.6
F000014R9A,46,5,38,39.87,59.94,80.6
F0000021NU,45,5,36,39.87,55.65,74.95
F000005GUH,45,5,36,39.87,55.65,74.95
F00000GX6O,45,5,36,39.87,55.65,74.95
F00000VD3V,45,5,36,39.87,55.65,74.95
F0GBR04WZN,45,5,36,39.87,55.65,74.95
F0GBR04SL1,45,5,36,39.87,55.65,74.95
F0GBR04SKZ,45,5,36,39.87,55.65,74.95
F0GBR06HYY,45,5,36,39.87,55.65,74.95
F00000WZXD,52,9,18,24.64,43.88,68.49
F000000G8T,120,8,22,57.62,52.5,71.93
F00000WF47,57,12,31,-38.18,64.38,84.84
F0GBR04HZO,65,13,27,10.38,52.54,73.67
F00000JVS5,126,9,22,173.33,49.35,70.6
F0GBR06KZJ,126,9,22,173.33,49.35,70.6
F0GBR06THD,126,9,22,173.33,49.35,70.6
F00000JVS8,126,9,22,173.33,49.35,70.6
F00000JVS9,126,9,22,173.33,49.35,70.6
F00000YWGS,141,11,\u2014,\u2014,46.81,69.25
F00000ZDCI,141,11,\u2014,\u2014,46.81,69.25
F0GBR063MT,141,11,\u2014,\u2014,46.81,69.25
F0GBR0687G,141,11,\u2014,\u2014,46.81,69.25
F00000ZXJU,141,11,\u2014,\u2014,46.81,69.25
F000000DY3,141,11,\u2014,\u2014,46.81,69.25
F00000YWGT,141,11,\u2014,\u2014,46.81,69.25
F000001UZH,141,11,\u2014,\u2014,46.81,69.25
F00000YWGP,141,11,\u2014,\u2014,46.81,69.25
F000001UZR,141,11,\u2014,\u2014,46.81,69.25
F00000PWXI,40,2,\u2014,153.98,66.05,88.07
F000000KDB,40,2,\u2014,153.98,66.05,88.07
F00000PWXJ,38,6,\u2014,49.11,64.12,83.59
FOGBR05KM1,38,6,\u2014,49.11,64.12,83.59
F000010EFP,38,6,\u2014,49.11,64.12,83.59
F00000PBII,141,11,\u2014,\u2014,46.81,69.25
F00000S6NF,96,7,\u2014,\u2014,47.09,68.84
F000005QCN,96,7,\u2014,\u2014,47.09,68.84
F00000PBKB,96,7,\u2014,\u2014,47.09,68.84
F00000SFJ1,31,1,34,-18,66.55,93.51
F000001AU0,38,6,\u2014,49.11,64.12,83.59
FOGBR05KM8,36,2,\u2014,129.09,63.42,85.06
F000001ATZ,36,2,\u2014,129.09,63.42,85.06
F00000NN1P,47,2,\u2014,\u2014,52.56,74.95
F00000OPX9,47,2,\u2014,\u2014,52.56,74.95
F00000SFKV,350,4,\u2014,\u2014,46.19,69.57
F0GBR04G99,49,2,\u2014,163.03,50.26,76.01
F0GBR04D43,49,3,\u2014,91.9,50.22,75.89
F00000OPX6,49,3,\u2014,91.9,50.22,75.89
F00000J00Q,187,36,8,531.48,50.34,74.09
F00000J00P,187,36,8,531.48,50.34,74.09
F00000O8G5,31,16,51,\u2014,74.43,86.89
F00000O8GB,31,16,51,\u2014,74.43,86.89
F0GBR04IMW,42,8,33,15.46,47.9,68.05
F0GBR04V70,42,8,33,15.46,47.9,68.05
F0GBR0552V,42,8,33,15.46,47.9,68.05
F00000Z6B3,42,8,33,15.46,47.9,68.05
F00000PHG9,42,8,33,15.46,47.9,68.05
F00000M9LW,42,8,33,15.46,47.9,68.05
F00000GVYS,42,8,33,15.46,47.9,68.05
F0GBR04N99,51,5,29,80.76,63.69,83.7
F0GBR0553E,51,5,29,80.76,63.69,83.7
F00000QLVC,51,5,29,80.76,63.69,83.7
F00000THQW,51,5,29,80.76,63.69,83.7
F00000Z1PB,46,5,38,\u2014,59.94,80.6
F000000RTO,34,1,46,-6.63,100,100
F000000RTN,34,1,46,-6.63,100,100
F00000ZZ5P,34,1,46,-6.63,100,100
F000000RTP,34,1,46,-6.63,100,100
F000000RTR,34,1,46,-6.63,100,100
F00000ZZ5K,34,1,46,-6.63,100,100
F00000H06L,34,1,46,-6.63,100,100
F00000H06M,34,1,46,-6.63,100,100
F000000RTL,34,1,46,-6.63,100,100
F000000RTK,34,1,46,-6.63,100,100
F00000VFI1,31,1,34,-18,66.55,93.51
F00000VFI2,31,1,34,-18,66.55,93.51
F00000ZXQG,31,1,34,-18,66.55,93.51
F00000ZXQE,31,1,34,-18,66.55,93.51
F00000ZXQI,31,1,34,-18,66.55,93.51
F0GBR04OBD,112,18,27,55.88,53.1,74.23
F000003VZ0,112,18,27,55.88,53.1,74.23
F000003VYE,112,18,27,55.88,53.1,74.23
F00000YQGF,112,18,27,55.88,53.1,74.23
F00000YQGG,112,18,27,55.88,53.1,74.23
F00000YQGH,112,18,27,55.88,53.1,74.23
F00000WWVI,21,1,56,61.01,67.56,95.25
F00000UG3L,21,1,56,61.01,67.56,95.25
F00000UNWA,21,1,56,61.01,67.56,95.25
F00000VDAD,0,7,100,\u2014,48.25,74.9
F00000P8BR,62,39,24,151.46,57.47,72.97
F0GBR04COP,62,39,24,151.46,57.47,72.97
F00000OOB2,450,87,21,0,47.81,68.77
F0GBR04CPM,450,87,21,0,47.81,68.77
F0GBR05275,52,48,33,56.39,45.14,66.1
0P0000N6PE,52,48,33,56.39,45.14,66.1
0P0000N6PG,52,48,33,56.39,45.14,66.1
0P0000N6PH,52,48,33,56.39,45.14,66.1
F00000VOSC,52,48,33,56.39,45.14,66.1
0P00015THF,52,48,33,56.39,45.14,66.1
0P00015THE,52,48,33,56.39,45.14,66.1
F0000000GO,52,48,33,56.39,45.14,66.1
0P0000N6QM,52,48,33,56.39,45.14,66.1
F00000204S,52,48,33,56.39,45.14,66.1
0P0000N6PN,52,48,33,56.39,45.14,66.1
0P0000N6PP,52,48,33,56.39,45.14,66.1
F00000H35C,42,38,40,105.75,60.55,76.55
0P0000NQ2Q,42,38,40,105.75,60.55,76.55
0P0000NQ2P,42,38,40,105.75,60.55,76.55
0P0000NQ2N,42,38,40,105.75,60.55,76.55
0P0000NQ2O,42,38,40,105.75,60.55,76.55
F00000NGWK,42,38,40,105.75,60.55,76.55
0P0000Z6YS,42,38,40,105.75,60.55,76.55
0P0000Z6YP,42,38,40,105.75,60.55,76.55
0P0000Z6YR,42,38,40,105.75,60.55,76.55
0P0000Z6YQ,42,38,40,105.75,60.55,76.55
F00000GUPD,42,38,40,105.75,60.55,76.55
0P0000NAK4,42,38,40,105.75,60.55,76.55
0P0000NAK5,42,38,40,105.75,60.55,76.55
0P0000NAK6,42,38,40,105.75,60.55,76.55
0P0000NAK7,42,38,40,105.75,60.55,76.55
F0GBR05V67,42,38,40,105.75,60.55,76.55
0P0000N6IU,42,38,40,105.75,60.55,76.55
0P0000N6IW,42,38,40,105.75,60.55,76.55
0P0000N6IY,42,38,40,105.75,60.55,76.55
0P0000N6IZ,42,38,40,105.75,60.55,76.55
F0GBR053MP,54,71,27,-44.78,55.02,72.03
0P0000N6PR,54,71,27,-44.78,55.02,72.03
0P0000N6PS,54,71,27,-44.78,55.02,72.03
0P00001AJ6,54,71,27,-44.78,55.02,72.03
0P00001AJ7,54,71,27,-44.78,55.02,72.03
F0000000I8,54,71,27,-44.78,55.02,72.03
0P0000N6QN,54,71,27,-44.78,55.02,72.03
0P0000N6QO,54,71,27,-44.78,55.02,72.03
0P0000N6QP,54,71,27,-44.78,55.02,72.03
F00000204K,54,71,27,-44.78,55.02,72.03
0P0000N6Q2,54,71,27,-44.78,55.02,72.03
0P0000N6Q3,54,71,27,-44.78,55.02,72.03
0P0000N6Q4,54,71,27,-44.78,55.02,72.03
F0GBR04EM0,51,58,28,66.91,52.01,71.24
0P0000N6O2,51,58,28,66.91,52.01,71.24
0P0000NFUS,51,58,28,66.91,52.01,71.24
F0GBR05XQQ,51,58,28,66.91,52.01,71.24
0P0000N6LT,51,58,28,66.91,52.01,71.24
0P0000N6LU,51,58,28,66.91,52.01,71.24
0P0000N6LV,51,58,28,66.91,52.01,71.24
F000001W23,51,58,28,66.91,52.01,71.24
0P0000N6O4,51,58,28,66.91,52.01,71.24
0P0000N6O6,51,58,28,66.91,52.01,71.24
F0GBR04RX1,51,10,34,91.22,49.08,68.61
F0000023NI,51,10,34,91.22,49.08,68.61
F00000SVDG,51,10,34,91.22,49.08,68.61
F00000P0Q8,51,10,34,91.22,49.08,68.61
F000000R67,53,8,31,62.83,46.41,65.8
F000000R6C,53,8,31,62.83,46.41,65.8
F00000SVEC,53,8,31,62.83,46.41,65.8
F00000P0QJ,53,8,31,62.83,46.41,65.8
F000000R69,40,8,\u2014,390.49,49.73,65.95
F000000R6I,40,8,\u2014,390.49,49.73,65.95
F00000SVEI,40,8,\u2014,390.49,49.73,65.95
F00000P0QL,40,8,\u2014,390.49,49.73,65.95
F0GBR04P5K,74,11,\u2014,370.15,60.73,87.19
F000005F0X,74,11,\u2014,370.15,60.73,87.19
F00000SVDK,74,11,\u2014,370.15,60.73,87.19
F00000P0V9,74,11,\u2014,370.15,60.73,87.19
F000010OP2,51,11,33,\u2014,48.37,66.07
F0GBR04ABY,59,16,28,-4.35,44.56,65.13
F0GBR06CWO,59,16,28,-4.35,44.56,65.13
F0GBR04AC0,59,16,28,-4.35,44.56,65.13
F0GBR04K71,59,16,28,-4.35,44.56,65.13
F00000MAW8,59,16,28,-4.35,44.56,65.13
F0000000Y6,64,14,26,-19.63,42.35,63.29
F0000000Y5,64,14,26,-19.63,42.35,63.29
F0000000Y4,64,14,26,-19.63,42.35,63.29
F00000NGHU,40,5,\u2014,-15.21,45.16,64.4
F00000NGHW,40,5,\u2014,-15.21,45.16,64.4
F0GBR04ABX,67,14,28,83.16,64.66,84.53
F0GBR06C9W,67,14,28,83.16,64.66,84.53
F0GBR04SQF,67,14,28,83.16,64.66,84.53
F0GBR04TWF,67,14,28,83.16,64.66,84.53
F00000QB3R,55,20,36,108.82,48.72,73.67
F00000UOOB,55,20,36,108.82,48.72,73.67
F00000QTTD,55,20,36,108.82,48.72,73.67
F00000QNSS,55,20,36,108.82,48.72,73.67
F00000WFGB,55,20,36,108.82,48.72,73.67
F0GBR04U6V,55,20,36,108.82,48.72,73.67
F0GBR04KFA,55,20,36,108.82,48.72,73.67
F0GBR04G4M,45,7,38,641.69,53.69,75.5
F000013L9V,45,7,38,641.69,53.69,75.5
F00000ONHU,45,7,38,641.69,53.69,75.5
F0GBR04KWI,59,9,30,-0.8,48.58,69.33
F000013L9W,59,9,30,-0.8,48.58,69.33
F0GBR054VC,59,9,30,-0.8,48.58,69.33
F00000ZW2X,59,9,30,-0.8,48.58,69.33
F0GBR04DJO,55,9,35,254.25,48.95,74.04
F000002F6P,55,9,35,254.25,48.95,74.04
F000013L9X,55,9,35,254.25,48.95,74.04
F0GBR06HUW,55,9,35,254.25,48.95,74.04
F0GBR04RWD,102,7,18,17,59.34,75.07
F000013L9Y,102,7,18,17,59.34,75.07
F0GBR04SAT,102,7,18,17,59.34,75.07
F0GBR04DDZ,50,7,34,127.85,45.37,68.66
F00000Z505,50,7,34,127.85,45.37,68.66
F00000T4MK,50,7,34,127.85,45.37,68.66
F00000QTR7,50,7,34,127.85,45.37,68.66
F0GBR063HC,50,7,34,127.85,45.37,68.66
F00000Z506,50,7,34,127.85,45.37,68.66
FOGBR05KAH,50,7,34,127.85,45.37,68.66
F00000IRT3,59,8,30,91.47,48.61,69.35
F00000IRTA,59,8,30,91.47,48.61,69.35
F0GBR04NWX,44,10,37,19.59,57.52,80.54
F00000NE6O,44,10,37,19.59,57.52,80.54
F00000QJ8J,44,10,37,19.59,57.52,80.54
F00000PWRS,44,10,37,19.59,57.52,80.54
F00000VUCI,44,10,37,19.59,57.52,80.54
F00000WFHB,44,10,37,19.59,57.52,80.54
F0GBR063HA,44,10,37,19.59,57.52,80.54
F00000OXMB,44,10,37,19.59,57.52,80.54
FOGBR05KAN,44,10,37,19.59,57.52,80.54
F0GBR04E8X,32,16,53,-60.37,99.99,99.99
F00000SA44,32,16,53,-60.37,99.99,99.99
F00000Q7PV,32,16,53,-60.37,99.99,99.99
F0GBR063HB,32,16,53,-60.37,99.99,99.99
FOGBR05KAT,32,16,53,-60.37,99.99,99.99
F0GBR04DCY,126,15,18,91.64,63.6,79.78
F00000PLLF,126,15,18,91.64,63.6,79.78
F0GBR063HE,126,15,18,91.64,63.6,79.78
FOGBR05KAL,126,15,18,91.64,63.6,79.78
F0GBR06IKH,393,88,30,62,47.16,70.8
F0GBR06IKI,393,88,30,62,47.16,70.8
F0GBR06AQG,192,10,15,61.35,57.7,79.76
F0GBR04K6T,192,10,15,61.35,57.7,79.76
F00000MAW9,192,10,15,61.35,57.7,79.76
F00000WITC,192,10,15,61.35,57.7,79.76
F00000WBS9,54,8,32,\u2014,47.7,65.76
F0GBR05Z9P,66,23,27,178.54,52.75,75.13
F00000QTTG,66,23,27,178.54,52.75,75.13
F0GBR04MCO,66,23,27,178.54,52.75,75.13
F0GBR05Z9H,76,17,19,70.58,63.06,82.05
F00000QTTK,76,17,19,70.58,63.06,82.05
F00000WBSA,54,8,32,\u2014,47.7,65.76
F00000WCT3,54,8,32,\u2014,47.7,65.76
F00000WF1L,192,6,18,\u2014,41.08,64.7
F00000WF1N,192,6,18,\u2014,41.08,64.7
F0GBR05S31,189,7,14,-13.9,57.46,79.47
F0GBR05ZDA,189,7,14,-13.9,57.46,79.47
F0GBR05VU6,189,7,14,-13.9,57.46,79.47
F0GBR04K6R,192,10,15,61.35,57.7,79.76
F0GBR04KW2,192,10,15,61.35,57.7,79.76
F00000JWFV,504,21,21,-1.95,47.07,69.17
F00000OJRP,504,21,21,-1.95,47.07,69.17
F00000SSSN,504,21,21,-1.95,47.07,69.17
F0GBR06JMW,504,21,21,-1.95,47.07,69.17
F00000NOT1,504,21,21,-1.95,47.07,69.17
F000005PK8,238,8,\u2014,6.99,45.16,67.19
F00000MCMJ,238,8,\u2014,6.99,45.16,67.19
F00000OYMI,437,27,\u2014,-7.89,44.32,68.66
F00000PEWO,437,27,\u2014,-7.89,44.32,68.66
F00000ZTE3,437,27,\u2014,-7.89,44.32,68.66
F00000OYMJ,437,27,\u2014,-7.89,44.32,68.66
F00000OYMK,437,27,\u2014,-7.89,44.32,68.66
F00000OYML,437,27,\u2014,-7.89,44.32,68.66
F00000X550,437,27,\u2014,-7.89,44.32,68.66
F00000YXWS,348,13,\u2014,18.77,46.22,69.13
F000001A06,348,13,\u2014,18.77,46.22,69.13
F000005PKA,348,13,\u2014,18.77,46.22,69.13
F00000Z2S2,433,21,\u2014,\u2014,44.27,68.28
F00000MR1V,433,21,\u2014,\u2014,44.27,68.28
F00000O3W4,433,21,\u2014,\u2014,44.27,68.28
F00000VV6S,40,1,40,-27.64,55.15,78.21
F00000SX9M,90,17,28,201.93,46.57,71.34
F00000X6VN,90,17,28,201.93,46.57,71.34
F0GBR05ZSF,55,20,36,108.82,48.72,73.67
F0GBR05ZA5,55,20,36,108.82,48.72,73.67
F00000UOOA,55,20,36,108.82,48.72,73.67
F0GBR04U71,76,17,19,70.58,63.06,82.05
F0GBR04KFD,76,17,19,70.58,63.06,82.05
F0GBR04S4Q,65,52,24,318.7,60.38,78.54
F00000OZXA,65,52,24,318.7,60.38,78.54
F00000OYE2,65,52,24,318.7,60.38,78.54
F0GBR055SK,87,152,28,329.28,57.14,76.59
F000000LBK,87,152,28,329.28,57.14,76.59
F00000OYYG,87,152,28,329.28,57.14,76.59
F0GBR04S4P,132,96,30,129.05,53.69,73.49
F000001X3L,132,96,30,129.05,53.69,73.49
F00000MNDW,132,96,30,129.05,53.69,73.49
F00000NOPW,132,96,30,129.05,53.69,73.49
F00000MZB0,72,23,29,206.64,62.64,80.21
F00000S7JR,72,23,29,206.64,62.64,80.21
F0GBR05VWD,149,45,31,24.25,50.88,73.58
F0GBR05KOA,149,45,31,24.25,50.88,73.58
F0GBR04MXG,149,45,31,24.25,50.88,73.58
F0GBR06W89,149,45,31,24.25,50.88,73.58
F0GBR05KO9,149,45,31,24.25,50.88,73.58
F0GBR05VWR,90,44,26,217.05,60.15,76.72
F00000QL6K,90,44,26,217.05,60.15,76.72
F0GBR06B0Y,90,44,26,217.05,60.15,76.72
F00000S6EH,90,44,26,217.05,60.15,76.72
F0GBR04MXK,90,44,26,217.05,60.15,76.72
F0GBR055SF,90,44,26,217.05,60.15,76.72
F0000105IU,90,44,26,217.05,60.15,76.72
F0GBR05WQ0,90,44,26,217.05,60.15,76.72
F0GBR05VVH,95,30,22,174.33,67.97,82.84
F00000QM21,95,30,22,174.33,67.97,82.84
F0GBR064XO,95,30,22,174.33,67.97,82.84
F00000V34Z,95,30,22,174.33,67.97,82.84
F0000105IY,95,30,22,174.33,67.97,82.84
F0GBR06NXH,95,30,22,174.33,67.97,82.84
F0GBR05VVV,72,19,50,84.7,91.69,96.6
F0000020I8,72,19,50,84.7,91.69,96.6
F0GBR04MXW,72,19,50,84.7,91.69,96.6
F000000JS1,72,19,50,84.7,91.69,96.6
F0GBR05VWQ,150,45,24,27.19,50.55,71.77
F0GBR04NRQ,150,45,24,27.19,50.55,71.77
F0GBR06B5I,150,45,24,27.19,50.55,71.77
F00000S6EG,150,45,24,27.19,50.55,71.77
F0GBR04MXM,150,45,24,27.19,50.55,71.77
F0GBR06U73,150,45,24,27.19,50.55,71.77
F0GBR05WP4,150,45,24,27.19,50.55,71.77
F000000GDU,173,97,24,2.04,53.25,71.76
F000000P5X,173,97,24,2.04,53.25,71.76
F00000MJFL,173,97,24,2.04,53.25,71.76
F00000RUU9,173,97,24,2.04,53.25,71.76
F000000GET,173,97,24,2.04,53.25,71.76
F000000P5W,173,97,24,2.04,53.25,71.76
F000000I0R,173,97,24,2.04,53.25,71.76
F0GBR05VWM,218,67,11,108.42,66.89,81.81
F0GBR05WP5,218,67,11,108.42,66.89,81.81
F0GBR04MXQ,218,67,11,108.42,66.89,81.81
F0GBR06W4Y,218,67,11,108.42,66.89,81.81
F0GBR05VWJ,189,71,27,70.88,62.74,83.81
F0GBR05WP7,189,71,27,70.88,62.74,83.81
F0GBR04MXS,189,71,27,70.88,62.74,83.81
F0GBR05VWF,257,52,23,75.33,61.99,82.04
F0GBR055EU,257,52,23,75.33,61.99,82.04
F0GBR04MXU,257,52,23,75.33,61.99,82.04
F0GBR05S10,257,52,23,75.33,61.99,82.04
F00000YDBN,95,33,26,62.21,55.8,79.32
F0GBR04DQ1,63,23,31,55.24,42.65,66.89
F000000P5P,63,23,31,55.24,42.65,66.89
F0GBR04DQ3,63,23,31,55.24,42.65,66.89
F00000WH5I,63,23,31,55.24,42.65,66.89
F0000007HL,63,23,31,55.24,42.65,66.89
F000000P5O,63,23,31,55.24,42.65,66.89
F00000H592,63,23,31,55.24,42.65,66.89
F0000105IZ,63,23,31,55.24,42.65,66.89
F0000102U1,63,23,31,55.24,42.65,66.89
F0GBR04X5Y,63,23,31,55.24,42.65,66.89
F0GBR05WLD,215,99,18,70.96,58.05,75.16
F000000AW5,215,99,18,70.96,58.05,75.16
F0GBR069OV,215,99,18,70.96,58.05,75.16
F00000MFMC,215,99,18,70.96,58.05,75.16
F0000102U0,215,99,18,70.96,58.05,75.16
F000000FQ9,215,99,18,70.96,58.05,75.16
F00000TEXB,45,1,31,60.96,45.22,66.84
F00000H0A7,45,1,31,60.96,45.22,66.84
F00000W8H5,45,1,31,60.96,45.22,66.84
F00000W8H8,45,1,31,60.96,45.22,66.84
F00000UON5,54,0,31,12.3,50.85,81.01
F00000UON7,54,0,31,12.3,50.85,81.01
F00000UON2,54,0,31,12.3,50.85,81.01
F00000UOMW,54,0,31,12.3,50.85,81.01
F00000UOMS,54,0,31,12.3,50.85,81.01
F00000UOMP,54,0,31,12.3,50.85,81.01
F00000UONC,54,0,31,12.3,50.85,81.01
F00000UONI,54,0,31,12.3,50.85,81.01
F00000VTC9,37,7,48,54.37,48.81,76.29
F0000155AX,37,7,48,54.37,48.81,76.29
F0000105GQ,37,7,48,54.37,48.81,76.29
F00000SQMB,43,129,45,-57,50.75,77.53
F00000SQMA,43,129,45,-57,50.75,77.53
F000000278,43,129,45,-57,50.75,77.53
F000000275,43,129,45,-57,50.75,77.53
F000002NWZ,43,129,45,-57,50.75,77.53
F00000MWJV,37,7,48,54.37,48.81,76.29
F00000MWJX,45,7,33,57.29,51.73,70.29
F0000155AZ,45,7,33,57.29,51.73,70.29
F000000AT8,45,7,33,57.29,51.73,70.29
F00000VZBL,24,12,56,\u2014,67.53,89.36
F00000X3G2,43,37,35,\u2014,77.12,93.77
F000000F68,69,25,\u2014,-19.75,53.72,74.23
F000000ASN,69,25,\u2014,-19.75,53.72,74.23
F000000ASM,69,25,\u2014,-19.75,53.72,74.23
F000000QZT,69,25,\u2014,-19.75,53.72,74.23
F0000020PS,69,25,\u2014,-19.75,53.72,74.23
F0000020PU,69,25,\u2014,-19.75,53.72,74.23
F00000XJDR,69,25,\u2014,-19.75,53.72,74.23
F00000JRWX,69,25,\u2014,-19.75,53.72,74.23
F00000JRWY,69,25,\u2014,-19.75,53.72,74.23
F00000JRX0,69,25,\u2014,-19.75,53.72,74.23
F000000QZS,69,25,\u2014,-19.75,53.72,74.23
F00000MAVV,27,0,53,662.54,61.51,82.18
F00000YE5O,27,0,53,662.54,61.51,82.18
F00000YE5N,27,0,53,662.54,61.51,82.18
F0GBR04RVQ,27,0,53,662.54,61.51,82.18
F00000TUO9,80,4,31,219.75,45.13,67.76
F00000TUOA,80,4,31,219.75,45.13,67.76
F00000TUOB,80,4,31,219.75,45.13,67.76
F00000OB15,38,7,\u2014,\u2014,54.21,74.04
F00000OB17,38,7,\u2014,\u2014,54.21,74.04
F00000OB2D,38,7,\u2014,\u2014,54.21,74.04
F0GBR04GM3,40,1,35,170.71,57.24,76.39
F0GBR05343,40,1,35,170.71,57.24,76.39
F00000OWFI,40,1,35,170.71,57.24,76.39
F00000S9KA,40,1,35,170.71,57.24,76.39
F00000X7KU,199,2,\u2014,\u2014,56.82,80.19
F00000TEO5,199,2,\u2014,\u2014,56.82,80.19
F000010IOY,49,2,28,\u2014,61.64,85.38
F000010IP0,49,2,28,\u2014,61.64,85.38
F0GBR053MX,42,1,\u2014,61.7,62.27,85.96
F0GBR06I2Z,42,1,\u2014,61.7,62.27,85.96
F00000Z0AM,69,4,21,\u2014,58.41,76.02
F000010N8N,69,4,21,\u2014,58.41,76.02
F00000Z0AK,69,4,21,\u2014,58.41,76.02
F00000Z9U5,69,4,21,\u2014,58.41,76.02
F00000Z0AW,69,4,21,\u2014,58.41,76.02
F00000PKH8,70,36,20,68.28,47.99,77.82
