SecId,P_E,P_B,P_Sales,P_CashFlow,Dividend_Yield_Percent,Long_term_earning_Percent,Historical_earning_Percent,Sales_growth_percent,Cashflow_growth_percent,Book_value_growth_percent,Equity_Holding,Other_Holding,Assets_in_top10_holdings_percent,Reported_turnover_percent,Top3_sector_percent,Top5_sector_percent,Equity_Holding_Amount,giant_percent,large_percent,mid_percent,small_percent,micro_percent,Style,Style_5_Min,Style_5_Max,Yield,Yield_5_Min,Yield_5_Max,Momentum,Momentum_5_Min,Momentum_5_Max,Quality,Quality_5_Min,Quality_5_Max,Volatility,Volatility_5_Min,Volatility_5_Max,Liquidity,Liquidity_5_Min,Liquidity_5_Max,Size,Size_5_Min,Size_5_Max
F0GBR061IH,23.74,2.83,1.66,16.52,1.67,9.1,9.01,-3.2,9.56,0.37,49,2,,-1.58,66.76,89.52,5.68 Bil,0,26.82,58.28,13.67,0.15,24.33,14.85,53.67,65.01,65.01,94.22,72,4.35,90.33,9.34,4.79,13.54,78.49,30.16,95.77,87.83,38.42,98.54,17.18,10.77,18.54
F0GBR04IBC,15.57,2.04,1.26,9.71,2.41,11.39,-4.81,-2.14,13.88,-1.01,104,17,27,111.52,51.1,72.63,39.84 Bil,47.54,44.22,7.73,0,0,64.5,45.24,74.29,25.72,23.28,48.07,52.67,20.86,66.31,30.92,22.77,55.42,81.88,52.8,95.03,43.23,21.59,48.56,76.25,67.59,79.47
F0GBR059NV,15.57,2.04,1.26,9.71,2.41,11.39,-4.81,-2.14,13.88,-1.01,104,17,27,111.52,51.1,72.63,39.84 Bil,47.54,44.22,7.73,0,0,64.5,45.24,74.29,25.72,23.28,48.07,52.67,20.86,66.31,30.92,22.77,55.42,81.88,52.8,95.03,43.23,21.59,48.56,76.25,67.59,79.47
F00000YQMF,15.57,2.04,1.26,9.71,2.41,11.39,-4.81,-2.14,13.88,-1.01,104,17,27,111.52,51.1,72.63,39.84 Bil,47.54,44.22,7.73,0,0,64.5,45.24,74.29,25.72,23.28,48.07,52.67,20.86,66.31,30.92,22.77,55.42,81.88,52.8,95.03,43.23,21.59,48.56,76.25,67.59,79.47
F0GBR04S2O,17.3,1.8,1.32,11.59,1.82,10.02,-4.37,-2.35,-5.85,2.39,53,15,33,87.59,47.58,70.92,12.85 Bil,12.8,54.8,30.44,1.27,0,45.3,4.34,46.11,64.62,50.01,95.05,40.46,4.94,84.61,38.02,7.29,40.51,61.89,21.61,83.85,28.13,14.29,89.1,33.73,31.27,53.58
F00000YQMG,17.3,1.8,1.32,11.59,1.82,10.02,-4.37,-2.35,-5.85,2.39,53,15,33,87.59,47.58,70.92,12.85 Bil,12.8,54.8,30.44,1.27,0,45.3,4.34,46.11,64.62,50.01,95.05,40.46,4.94,84.61,38.02,7.29,40.51,61.89,21.61,83.85,28.13,14.29,89.1,33.73,31.27,53.58
F0GBR06C3N,18.78,2.16,0.84,11.31,2.34,10.42,-7.79,6.81,16.36,7.65,41,5,56,65.4,69.5,85.9,18.83 Bil,19.37,50.42,24.88,3.32,0.27,22.97,19.08,53.73,71.32,32.08,93.2,17.8,8.35,87.54,8.91,6.22,70.8,77.29,17.49,84.8,80.17,45.95,90.9,38.66,27.4,42.15
F0GBR06G72,14.36,1.57,1.14,8.98,1.79,9.76,-6.31,-2.7,17.86,0.34,276,10,18,98,54.75,75.49,17.07 Bil,28.18,33.38,28.25,7.55,0.82,66.12,49.19,72.17,66.56,27.92,66.56,28.9,28.9,79.55,37.53,27.46,55.41,43.68,35.73,77.69,32.11,23.31,59.25,37.48,35.25,44.15
F0GBR06TM0,14.36,1.57,1.14,8.98,1.79,9.76,-6.31,-2.7,17.86,0.34,276,10,18,98,54.75,75.49,17.07 Bil,28.18,33.38,28.25,7.55,0.82,66.12,49.19,72.17,66.56,27.92,66.56,28.9,28.9,79.55,37.53,27.46,55.41,43.68,35.73,77.69,32.11,23.31,59.25,37.48,35.25,44.15
F0GBR06G74,14.36,1.57,1.14,8.98,1.79,9.76,-6.31,-2.7,17.86,0.34,276,10,18,98,54.75,75.49,17.07 Bil,28.18,33.38,28.25,7.55,0.82,66.12,49.19,72.17,66.56,27.92,66.56,28.9,28.9,79.55,37.53,27.46,55.41,43.68,35.73,77.69,32.11,23.31,59.25,37.48,35.25,44.15
F0GBR063XB,14.36,1.57,1.14,8.98,1.79,9.76,-6.31,-2.7,17.86,0.34,276,10,18,98,54.75,75.49,17.07 Bil,28.18,33.38,28.25,7.55,0.82,66.12,49.19,72.17,66.56,27.92,66.56,28.9,28.9,79.55,37.53,27.46,55.41,43.68,35.73,77.69,32.11,23.31,59.25,37.48,35.25,44.15
F0GBR06G78,14.36,1.57,1.14,8.98,1.79,9.76,-6.31,-2.7,17.86,0.34,276,10,18,98,54.75,75.49,17.07 Bil,28.18,33.38,28.25,7.55,0.82,66.12,49.19,72.17,66.56,27.92,66.56,28.9,28.9,79.55,37.53,27.46,55.41,43.68,35.73,77.69,32.11,23.31,59.25,37.48,35.25,44.15
F0GBR06G76,14.36,1.57,1.14,8.98,1.79,9.76,-6.31,-2.7,17.86,0.34,276,10,18,98,54.75,75.49,17.07 Bil,28.18,33.38,28.25,7.55,0.82,66.12,49.19,72.17,66.56,27.92,66.56,28.9,28.9,79.55,37.53,27.46,55.41,43.68,35.73,77.69,32.11,23.31,59.25,37.48,35.25,44.15
F0GBR06G75,14.36,1.57,1.14,8.98,1.79,9.76,-6.31,-2.7,17.86,0.34,276,10,18,98,54.75,75.49,17.07 Bil,28.18,33.38,28.25,7.55,0.82,66.12,49.19,72.17,66.56,27.92,66.56,28.9,28.9,79.55,37.53,27.46,55.41,43.68,35.73,77.69,32.11,23.31,59.25,37.48,35.25,44.15
F0GBR06G77,14.36,1.57,1.14,8.98,1.79,9.76,-6.31,-2.7,17.86,0.34,276,10,18,98,54.75,75.49,,28.18,33.38,28.25,7.55,0.82,66.12,49.19,72.17,66.56,27.92,66.56,28.9,28.9,79.55,37.53,27.46,55.41,43.68,35.73,77.69,32.11,23.31,59.25,37.48,35.25,44.15
F0GBR06G7A,14.36,1.57,1.14,8.98,1.79,9.76,-6.31,-2.7,17.86,0.34,276,10,18,98,54.75,75.49,17.07 Bil,28.18,33.38,28.25,7.55,0.82,66.12,49.19,72.17,66.56,27.92,66.56,28.9,28.9,79.55,37.53,27.46,55.41,43.68,35.73,77.69,32.11,23.31,59.25,37.48,35.25,44.15
F0GBR06G7C,14.36,1.57,1.14,8.98,1.79,9.76,-6.31,-2.7,17.86,0.34,276,10,18,98,54.75,75.49,17.07 Bil,28.18,33.38,28.25,7.55,0.82,66.12,49.19,72.17,66.56,27.92,66.56,28.9,28.9,79.55,37.53,27.46,55.41,43.68,35.73,77.69,32.11,23.31,59.25,37.48,35.25,44.15
F00000OMZQ,14.36,1.57,1.14,8.98,1.79,9.76,-6.31,-2.7,17.86,0.34,276,10,18,98,54.75,75.49,17.07 Bil,28.18,33.38,28.25,7.55,0.82,66.12,49.19,72.17,66.56,27.92,66.56,28.9,28.9,79.55,37.53,27.46,55.41,43.68,35.73,77.69,32.11,23.31,59.25,37.48,35.25,44.15
F000002KUP,13.57,1.43,0.9,6.87,2.22,10.8,-2.99,-0.46,20.46,2.69,140,6,28,131,49.75,70.62,25.22 Bil,43.14,26.05,21.73,6.54,0.08,77,46.66,84.81,35.67,15.94,69.84,18.42,7.14,60.84,66.14,41.94,87.8,56.27,25.85,92.73,39.1,15.04,53.47,44.44,42.46,78.44
F00000YMCF,15.4,1.93,1.34,9.86,2.46,10.78,-4.56,-2.85,6.86,0.41,246,13,19,51,44.26,69.26,45.04 Bil,48,34.68,15.2,0,0,62.45,60.92,77.08,24.43,13.14,29.56,54.14,28.07,71.93,58.25,47.36,67.49,71.68,46.89,90.71,46.67,33.9,60.09,75.18,71.83,81.8
F00000XBO1,15.4,1.93,1.34,9.86,2.46,10.78,-4.56,-2.85,6.86,0.41,246,13,19,51,44.26,69.26,45.04 Bil,48,34.68,15.2,0,0,62.45,60.92,77.08,24.43,13.14,29.56,54.14,28.07,71.93,58.25,47.36,67.49,71.68,46.89,90.71,46.67,33.9,60.09,75.18,71.83,81.8
F00000HH89,21.67,2.95,1.54,11.08,2.72,8.22,2.38,-0.46,11.38,3.86,119,19,13,76,57.08,78.54,20.68 Bil,17.81,48,33.74,0,0,29.21,20.24,65.9,29.99,29.42,87.72,94.46,4.13,94.46,27.73,22.25,71.87,94.22,70.54,98.4,82.65,53.05,95.24,39.79,29.34,41.04
F00000VRC4,21.67,2.95,1.54,11.08,2.72,8.22,2.38,-0.46,11.38,3.86,119,19,13,76,57.08,78.54,20.68 Bil,17.81,48,33.74,0,0,29.21,20.24,65.9,29.99,29.42,87.72,94.46,4.13,94.46,27.73,22.25,71.87,94.22,70.54,98.4,82.65,53.05,95.24,39.79,29.34,41.04
F00000VQIN,12.84,1.64,0.89,6.47,1.96,9.17,-1.54,0.96,32.29,4.23,221,11,13,94,57.05,72.68,2.00 Bil,0,1.67,49.36,45.02,2.32,66.83,27.47,76.4,60.8,20.37,79.14,8.44,2.42,54.43,25.55,10.37,31.88,27.39,11.68,34.48,53.51,21.53,83.15,8.43,7.82,13.55
F0GBR04NBN,19.51,2.11,1.78,13.11,1.67,11.43,-1.83,-4.54,7.33,1.68,66,1,30,97.28,49.53,71,41.01 Bil,46.51,43.17,7.85,0,0,24.74,21.95,41.01,63.51,45.67,67.67,46.13,14.65,76.95,31.9,22.18,69.6,71.89,35.51,84.5,52.46,25.09,64.27,75.73,62,76.05
F0000003AR,18.14,2.02,1.6,11.85,2.02,10.48,-4.32,-2.98,3.52,0.49,444,12,21,-3.74,45.77,68.06,36.78 Bil,45.91,39.25,12.9,0.05,0,36.44,36.44,63.6,53.36,27.62,56.22,54.61,27.42,75.67,41.1,37.7,54.36,71.56,57.13,92.83,54.54,28.15,55.07,71.67,69.96,77.73
F00000Q0EW,12.55,1.25,0.9,9.57,1.95,11.58,-6.28,-1.46,18.66,0.94,31,8,36,182,65.27,91.01,17.94 Bil,19.67,37.09,32.47,3.65,0,88.72,78.77,97.99,41.26,6.33,57.47,54.17,25.49,98.58,56.38,56.38,91.43,34.31,13.78,54.99,35.52,9.18,35.52,37.3,33.63,61.03
F00000VZWA,12.55,1.25,0.9,9.57,1.95,11.58,-6.28,-1.46,18.66,0.94,31,8,36,182,65.27,91.01,17.94 Bil,19.67,37.09,32.47,3.65,0,88.72,78.77,97.99,41.26,6.33,57.47,54.17,25.49,98.58,56.38,56.38,91.43,34.31,13.78,54.99,35.52,9.18,35.52,37.3,33.63,61.03
F00000Q0EX,12.55,1.25,0.9,9.57,1.95,11.58,-6.28,-1.46,18.66,0.94,31,8,36,182,65.27,91.01,17.94 Bil,19.67,37.09,32.47,3.65,0,88.72,78.77,97.99,41.26,6.33,57.47,54.17,25.49,98.58,56.38,56.38,91.43,34.31,13.78,54.99,35.52,9.18,35.52,37.3,33.63,61.03
F00000Q9WX,12.88,1.38,0.88,9.84,1.94,11.12,-8.09,-1.04,22.33,1.61,30,5,36,50,56.36,78.57,18.51 Bil,21.81,37.76,30.85,3.47,0,86.34,75.69,96.47,40.33,8.84,53.16,37.33,11.18,97.14,61.83,49.76,93.14,45.94,20.7,69.78,37.88,10.81,47.05,37.09,35.23,45.2
F00000Q9WW,12.88,1.38,0.88,9.84,1.94,11.12,-8.09,-1.04,22.33,1.61,30,5,36,50,56.36,78.57,18.51 Bil,21.81,37.76,30.85,3.47,0,86.34,75.69,96.47,40.33,8.84,53.16,37.33,11.18,97.14,61.83,49.76,93.14,45.94,20.7,69.78,37.88,10.81,47.05,37.09,35.23,45.2
F00000Q9WV,12.88,1.38,0.88,9.84,1.94,11.12,-8.09,-1.04,22.33,1.61,30,5,36,50,56.36,78.57,18.51 Bil,21.81,37.76,30.85,3.47,0,86.34,75.69,96.47,40.33,8.84,53.16,37.33,11.18,97.14,61.83,49.76,93.14,45.94,20.7,69.78,37.88,10.81,47.05,37.09,35.23,45.2
F00000W9N9,19.84,3.23,2.85,18.16,2.84,6.37,7.12,-2.51,3.24,-2.36,40,7,72,-16,74.6,91.92,89.74 Bil,60.73,35.42,3.62,0,0,45.55,23.47,67.29,8.99,8.67,49.61,95.27,2.97,95.27,16.64,8.62,30.24,99.26,88.36,100,41.42,10.53,79.8,94.56,92.7,98.43
F0GBR04SKN,16.23,1.78,1.28,10.1,1.29,10,-3.86,1.65,17.99,4.19,39,1,33,348,56.84,75.84,3.64 Bil,11.36,13.73,29.51,35.38,4.09,32.38,11.74,71.9,84.03,35.7,84.97,11.05,4.58,73.49,58.86,45.7,92.66,25,12.49,49.07,84.7,42.86,94.64,17.52,13.78,27
F0GBR06I2G,16.23,1.78,1.28,10.1,1.29,10,-3.86,1.65,17.99,4.19,39,1,33,348,56.84,75.84,3.64 Bil,11.36,13.73,29.51,35.38,4.09,32.38,11.74,71.9,84.03,35.7,84.97,11.05,4.58,73.49,58.86,45.7,92.66,25,12.49,49.07,84.7,42.86,94.64,17.52,13.78,27
F00000WYDM,20.08,2.2,1.37,12.87,1.19,11.24,-4.39,-1.13,22.8,2.33,58,5,,,52.49,74.92,26.36 Bil,35.38,37.94,24.76,1.07,0,25.39,18.42,65.9,83.82,74.78,94.99,27.29,8.47,95.2,70.67,49.95,85.89,67.12,12.2,77.21,38.89,22.59,91.8,46.54,22.82,46.54
F00000LZGI,20.08,2.2,1.37,12.87,1.19,11.24,-4.39,-1.13,22.8,2.33,58,5,,,52.49,74.92,26.36 Bil,35.38,37.94,24.76,1.07,0,25.39,18.42,65.9,83.82,74.78,94.99,27.29,8.47,95.2,70.67,49.95,85.89,67.12,12.2,77.21,38.89,22.59,91.8,46.54,22.82,46.54
F00000NJCV,20.08,2.2,1.37,12.87,1.19,11.24,-4.39,-1.13,22.8,2.33,58,5,,,52.49,74.92,26.36 Bil,35.38,37.94,24.76,1.07,0,25.39,18.42,65.9,83.82,74.78,94.99,27.29,8.47,95.2,70.67,49.95,85.89,67.12,12.2,77.21,38.89,22.59,91.8,46.54,22.82,46.54
F00000XVJA,22.65,2.69,2.39,18.19,1.53,10.98,-3.79,-0.32,12.96,6.41,60,1,28,,57.08,80.28,18.38 Bil,24.3,44.6,28.57,1.97,0,17.25,17.25,56.61,73.07,40.7,77.83,41.26,17.63,78.77,50.65,39.81,84.89,63.99,40.46,88.25,65.29,28.52,78.18,43.09,41.05,60
F000000I19,22.73,2.69,2.37,18.2,1.53,10.98,-3.82,-0.31,12.94,6.41,60,11,28,61.57,57.09,80.21,21.62 Bil,24.24,44.89,28.49,1.93,0,17.25,17.25,56.63,73.28,41.1,75.55,41.7,17.6,78.69,51.13,22.93,84.46,63.71,40.74,89.08,65.11,28.88,77.97,43.15,41.24,59.88
F00000Q3SI,22.73,2.69,2.37,18.2,1.53,10.98,-3.82,-0.31,12.94,6.41,60,11,28,61.57,57.09,80.21,21.62 Bil,24.24,44.89,28.49,1.93,0,17.25,17.25,56.63,73.28,41.1,75.55,41.7,17.6,78.69,51.13,22.93,84.46,63.71,40.74,89.08,65.11,28.88,77.97,43.15,41.24,59.88
F000000I15,23.11,2.73,2.41,17.87,1.54,11.65,-5.84,-0.29,9.51,5.41,72,12,23,40.94,54.84,77.79,19.82 Bil,21.95,41.44,32.12,3.63,0,16.3,16.3,64.28,73.3,31.01,75.23,47.36,21.6,88.91,65.32,35.41,87.49,58.25,37.23,89.18,53.24,30.65,75.96,40.19,38.78,69.79
F000000I18,23.11,2.73,2.41,17.87,1.54,11.65,-5.84,-0.29,9.51,5.41,72,12,23,40.94,54.84,77.79,19.82 Bil,21.95,41.44,32.12,3.63,0,16.3,16.3,64.28,73.3,31.01,75.23,47.36,21.6,88.91,65.32,35.41,87.49,58.25,37.23,89.18,53.24,30.65,75.96,40.19,38.78,69.79
F00000Z1CQ,23.11,2.73,2.41,17.87,1.54,11.65,-5.84,-0.29,9.51,5.41,72,12,23,40.94,54.84,77.79,,21.95,41.44,32.12,3.63,0,16.3,16.3,64.28,73.3,31.01,75.23,47.36,21.6,88.91,65.32,35.41,87.49,58.25,37.23,89.18,53.24,30.65,75.96,40.19,38.78,69.79
F00000QLX5,23.11,2.73,2.41,17.87,1.54,11.65,-5.84,-0.29,9.51,5.41,72,12,23,40.94,54.84,77.79,19.82 Bil,21.95,41.44,32.12,3.63,0,16.3,16.3,64.28,73.3,31.01,75.23,47.36,21.6,88.91,65.32,35.41,87.49,58.25,37.23,89.18,53.24,30.65,75.96,40.19,38.78,69.79
F000002TD6,26.08,2.81,2.57,17.04,0.68,12.71,-5.58,-0.01,8.64,8.46,105,12,22,-44.61,58.91,84.55,2.75 Bil,0,5.4,58.51,29.65,4.32,5.03,2.34,15.4,97.95,96.19,99.27,8.71,4.51,97.48,12.84,7.52,58.32,13.58,2.49,22.7,43.5,19.16,93.59,12.27,7.66,13.58
F000002TD7,26.08,2.81,2.57,17.04,0.68,12.71,-5.58,-0.01,8.64,8.46,105,12,22,-44.61,58.91,84.55,2.75 Bil,0,5.4,58.51,29.65,4.32,5.03,2.34,15.4,97.95,96.19,99.27,8.71,4.51,97.48,12.84,7.52,58.32,13.58,2.49,22.7,43.5,19.16,93.59,12.27,7.66,13.58
F00000SEBP,26.08,2.81,2.57,17.04,0.68,12.71,-5.58,-0.01,8.64,8.46,105,12,22,-44.61,58.91,84.55,2.75 Bil,0,5.4,58.51,29.65,4.32,5.03,2.34,15.4,97.95,96.19,99.27,8.71,4.51,97.48,12.84,7.52,58.32,13.58,2.49,22.7,43.5,19.16,93.59,12.27,7.66,13.58
F00000SZ35,26.08,2.81,2.57,17.04,0.68,12.71,-5.58,-0.01,8.64,8.46,105,12,22,-44.61,58.91,84.55,2.75 Bil,0,5.4,58.51,29.65,4.32,5.03,2.34,15.4,97.95,96.19,99.27,8.71,4.51,97.48,12.84,7.52,58.32,13.58,2.49,22.7,43.5,19.16,93.59,12.27,7.66,13.58
F0GBR04ARE,16.93,1.98,1.08,8.21,1.95,12.45,-8.39,-4.39,0.42,-2.34,59,3,27,5.46,57.52,77.32,13.52 Bil,21.66,30.59,30.53,11.06,1.3,47.44,44.04,87.07,72.8,27.21,72.8,44.16,25.96,93.98,86.01,25.99,88.42,28.82,14.6,59.2,26.12,16.31,52.68,33.92,27.62,39.71
F0GBR0552X,16.93,1.98,1.08,8.21,1.95,12.45,-8.39,-4.39,0.42,-2.34,59,3,27,5.46,57.52,77.32,13.52 Bil,21.66,30.59,30.53,11.06,1.3,47.44,44.04,87.07,72.8,27.21,72.8,44.16,25.96,93.98,86.01,25.99,88.42,28.82,14.6,59.2,26.12,16.31,52.68,33.92,27.62,39.71
F00000YX3I,16.93,1.98,1.08,8.21,1.95,12.45,-8.39,-4.39,0.42,-2.34,59,3,27,5.46,57.52,77.32,13.52 Bil,21.66,30.59,30.53,11.06,1.3,47.44,44.04,87.07,72.8,27.21,72.8,44.16,25.96,93.98,86.01,25.99,88.42,28.82,14.6,59.2,26.12,16.31,52.68,33.92,27.62,39.71
F00000MQF9,15.91,2.03,1.18,8.66,2.46,9.35,-5.57,-5.28,-8,-3.82,49,5,30,9.73,53.35,77.58,13.49 Bil,13.72,39.14,32.49,11.7,0,64.88,64.88,93.51,56.06,4.88,56.06,75.02,28.82,91.97,88.48,28.7,94.62,25.39,18.55,91.05,30.32,15.35,79.13,32.59,30.24,83.34
F00000MQFB,15.91,2.03,1.18,8.66,2.46,9.35,-5.57,-5.28,-8,-3.82,49,5,30,9.73,53.35,77.58,13.49 Bil,13.72,39.14,32.49,11.7,0,64.88,64.88,93.51,56.06,4.88,56.06,75.02,28.82,91.97,88.48,28.7,94.62,25.39,18.55,91.05,30.32,15.35,79.13,32.59,30.24,83.34
F0GBR04LW5,17.05,2.85,1.24,8.92,2.24,9.08,-8.56,-3.75,6.51,-0.71,31,4,46,193.88,53.22,74.57,5.09 Bil,5.66,16.35,39.26,30.57,3.41,56.04,29.89,82.18,60.75,26.68,85.34,77.05,22.33,95.45,78.8,9.22,88.53,26.22,7.92,48.96,20.77,20.77,91.95,17.23,10.76,26.92
F00000PLJ2,17.05,2.85,1.24,8.92,2.24,9.08,-8.56,-3.75,6.51,-0.71,31,4,46,193.88,53.22,74.57,5.09 Bil,5.66,16.35,39.26,30.57,3.41,56.04,29.89,82.18,60.75,26.68,85.34,77.05,22.33,95.45,78.8,9.22,88.53,26.22,7.92,48.96,20.77,20.77,91.95,17.23,10.76,26.92
F0GBR0552S,17.05,2.85,1.24,8.92,2.24,9.08,-8.56,-3.75,6.51,-0.71,31,4,46,193.88,53.22,74.57,5.09 Bil,5.66,16.35,39.26,30.57,3.41,56.04,29.89,82.18,60.75,26.68,85.34,77.05,22.33,95.45,78.8,9.22,88.53,26.22,7.92,48.96,20.77,20.77,91.95,17.23,10.76,26.92
F00000QBNN,17.05,2.85,1.24,8.92,2.24,9.08,-8.56,-3.75,6.51,-0.71,31,4,46,193.88,53.22,74.57,5.09 Bil,5.66,16.35,39.26,30.57,3.41,56.04,29.89,82.18,60.75,26.68,85.34,77.05,22.33,95.45,78.8,9.22,88.53,26.22,7.92,48.96,20.77,20.77,91.95,17.23,10.76,26.92
F0GBR04IEZ,17.96,2.54,1.15,10.55,1.15,10.38,-13.68,-9.39,10.27,-1.35,48,3,31,53.32,67.45,78.95,2.43 Bil,0,1.53,51.34,38.88,4.49,58.46,33.04,87.75,87.12,30.31,87.12,49.99,16.08,98.97,76.49,8.63,78.92,11.39,4.64,31.3,38.65,36.65,99.15,11.36,5.04,13.06
FOGBR05JFO,17.96,2.54,1.15,10.55,1.15,10.38,-13.68,-9.39,10.27,-1.35,48,3,31,53.32,67.45,78.95,2.43 Bil,0,1.53,51.34,38.88,4.49,58.46,33.04,87.75,87.12,30.31,87.12,49.99,16.08,98.97,76.49,8.63,78.92,11.39,4.64,31.3,38.65,36.65,99.15,11.36,5.04,13.06
F0GBR0552T,17.96,2.54,1.15,10.55,1.15,10.38,-13.68,-9.39,10.27,-1.35,48,3,31,53.32,67.45,78.95,2.43 Bil,0,1.53,51.34,38.88,4.49,58.46,33.04,87.75,87.12,30.31,87.12,49.99,16.08,98.97,76.49,8.63,78.92,11.39,4.64,31.3,38.65,36.65,99.15,11.36,5.04,13.06
FOGBR05JFP,17.96,2.54,1.15,10.55,1.15,10.38,-13.68,-9.39,10.27,-1.35,48,3,31,53.32,67.45,78.95,2.43 Bil,0,1.53,51.34,38.88,4.49,58.46,33.04,87.75,87.12,30.31,87.12,49.99,16.08,98.97,76.49,8.63,78.92,11.39,4.64,31.3,38.65,36.65,99.15,11.36,5.04,13.06
F00000PLJ5,17.96,2.54,1.15,10.55,1.15,10.38,-13.68,-9.39,10.27,-1.35,48,3,31,53.32,67.45,78.95,2.43 Bil,0,1.53,51.34,38.88,4.49,58.46,33.04,87.75,87.12,30.31,87.12,49.99,16.08,98.97,76.49,8.63,78.92,11.39,4.64,31.3,38.65,36.65,99.15,11.36,5.04,13.06
F00000NN3L,29.95,3.9,3.58,22.71,1.19,10.41,-3.18,1.09,10.22,5.82,43,9,42,"1,984.66",51.2,81.71,46.51 Bil,43.31,48.71,7.4,0,0,8.82,5.19,20.43,82.12,67.04,92.91,54.08,8.21,82.73,11.76,10.08,55.09,89.22,44.47,95.22,86.74,57.07,92.69,76.59,50.21,85.68
0P0000Y5T5,29.95,3.9,3.58,22.71,1.19,10.41,-3.18,1.09,10.22,5.82,43,9,42,"1,984.66",51.2,81.71,46.51 Bil,43.31,48.71,7.4,0,0,8.82,5.19,20.43,82.12,67.04,92.91,54.08,8.21,82.73,11.76,10.08,55.09,89.22,44.47,95.22,86.74,57.07,92.69,76.59,50.21,85.68
F00000NN3Q,29.95,3.9,3.58,22.71,1.19,10.41,-3.18,1.09,10.22,5.82,43,9,42,"1,984.66",51.2,81.71,46.51 Bil,43.31,48.71,7.4,0,0,8.82,5.19,20.43,82.12,67.04,92.91,54.08,8.21,82.73,11.76,10.08,55.09,89.22,44.47,95.22,86.74,57.07,92.69,76.59,50.21,85.68
0P0000YAHZ,29.95,3.9,3.58,22.71,1.19,10.41,-3.18,1.09,10.22,5.82,43,9,42,"1,984.66",51.2,81.71,46.51 Bil,43.31,48.71,7.4,0,0,8.82,5.19,20.43,82.12,67.04,92.91,54.08,8.21,82.73,11.76,10.08,55.09,89.22,44.47,95.22,86.74,57.07,92.69,76.59,50.21,85.68
F00000YWBD,29.95,3.9,3.58,22.71,1.19,10.41,-3.18,1.09,10.22,5.82,43,9,42,"1,984.66",51.2,81.71,46.51 Bil,43.31,48.71,7.4,0,0,8.82,5.19,20.43,82.12,67.04,92.91,54.08,8.21,82.73,11.76,10.08,55.09,89.22,44.47,95.22,86.74,57.07,92.69,76.59,50.21,85.68
F00000ZTBP,14.36,1.57,1.14,8.98,1.79,9.76,-6.31,-2.7,17.86,0.34,276,10,18,98,54.75,75.49,,28.18,33.38,28.25,7.55,0.82,66.12,49.19,72.17,66.56,27.92,66.56,28.9,28.9,79.55,37.53,27.46,55.41,43.68,35.73,77.69,32.11,23.31,59.25,37.48,35.25,44.15
F0GBR06FY9,14.15,1.96,1.22,8.2,1.9,10.58,-9.41,-4.22,30.14,3.21,218,11,15,,55.69,76.38,2.44 Bil,0,0.34,59.05,35.12,3.04,38.56,22.02,80.86,66.45,43.64,74.1,10.78,6.91,90.67,7.69,6.16,43.29,20.12,4.85,24.18,24.25,19.28,72.98,9.9,9.35,13.57
F0GBR061CY,14.15,1.96,1.22,8.2,1.9,10.58,-9.41,-4.22,30.14,3.21,218,11,15,,55.69,76.38,2.44 Bil,0,0.34,59.05,35.12,3.04,38.56,22.02,80.86,66.45,43.64,74.1,10.78,6.91,90.67,7.69,6.16,43.29,20.12,4.85,24.18,24.25,19.28,72.98,9.9,9.35,13.57
F0GBR06FYF,14.15,1.96,1.22,8.2,1.9,10.58,-9.41,-4.22,30.14,3.21,218,11,15,,55.69,76.38,2.44 Bil,0,0.34,59.05,35.12,3.04,38.56,22.02,80.86,66.45,43.64,74.1,10.78,6.91,90.67,7.69,6.16,43.29,20.12,4.85,24.18,24.25,19.28,72.98,9.9,9.35,13.57
F0GBR06FYD,14.15,1.96,1.22,8.2,1.9,10.58,-9.41,-4.22,30.14,3.21,218,11,15,,55.69,76.38,2.44 Bil,0,0.34,59.05,35.12,3.04,38.56,22.02,80.86,66.45,43.64,74.1,10.78,6.91,90.67,7.69,6.16,43.29,20.12,4.85,24.18,24.25,19.28,72.98,9.9,9.35,13.57
F000011D5T,29.54,3.63,2.78,17.36,0.92,13.03,-0.05,2.8,21.45,10.28,78,8,24,,59.79,83.23,5.58 Bil,0,24.59,60.81,14.05,0,6.07,2.6,10.25,95.67,92.49,97.98,17.55,6.61,85.91,20.19,18.25,66.72,26.56,9.88,36.77,57.46,30.98,90.18,17.17,12.96,19.61
F000011D60,29.54,3.63,2.78,17.36,0.92,13.03,-0.05,2.8,21.45,10.28,78,8,24,,59.79,83.23,5.58 Bil,0,24.59,60.81,14.05,0,6.07,2.6,10.25,95.67,92.49,97.98,17.55,6.61,85.91,20.19,18.25,66.72,26.56,9.88,36.77,57.46,30.98,90.18,17.17,12.96,19.61
F000011D5X,29.54,3.63,2.78,17.36,0.92,13.03,-0.05,2.8,21.45,10.28,78,8,24,,59.79,83.23,5.58 Bil,0,24.59,60.81,14.05,0,6.07,2.6,10.25,95.67,92.49,97.98,17.55,6.61,85.91,20.19,18.25,66.72,26.56,9.88,36.77,57.46,30.98,90.18,17.17,12.96,19.61
F000011D5W,29.54,3.63,2.78,17.36,0.92,13.03,-0.05,2.8,21.45,10.28,78,8,24,,59.79,83.23,5.58 Bil,0,24.59,60.81,14.05,0,6.07,2.6,10.25,95.67,92.49,97.98,17.55,6.61,85.91,20.19,18.25,66.72,26.56,9.88,36.77,57.46,30.98,90.18,17.17,12.96,19.61
