SecId,Name,StarRatingM255,SustainabilityRank,CategoryName,Yield_M12,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,MaxFrontEndLoad,OngoingCostActual,TransactionFeeActual,ManagerTenure,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,ReturnProfileIncome,ReturnProfileHedging,TrackRecordExtension
F00000T56D,Amundi IS MSCI Emerging Markets ME-C,3,2,Global Emerging Markets Equity,0,2.66,2.16,-2.02,-0.66,6.32,19.07,8.92,8.57,2.5,0.25,0,4.5,4448658893,2,33338.84538,2,-0.28,1,99.42,14.99,0.53,3,3,3,FALSE
F00000T56E,Amundi IS MSCI Emerging Markets RE-C,3,2,Global Emerging Markets Equity,0,2.66,2.15,-2.02,-0.66,6.31,19.06,8.92,8.58,4.5,0.25,0,4.5,4448658893,2,33338.84538,2,-0.28,1,99.42,14.99,0.53,3,3,3,FALSE
F000011EEI,Artemis Fds(Lux)SmartGARP GlblEM EqFIGBP,4,1,Global Emerging Markets Equity,0,3.37,5.55,3.13,8.72,18.45,35.91,8.85,11.32,0,0.81,0.55,3,188044738,1,11628.57703,2,1.61,0.93,87.07,14.87,0.61,3,1,3,TRUE
F000013C1M,Artemis Fds(Lux)SmartGARP GlblEM Eq BUSD,4,1,Global Emerging Markets Equity,0,4.21,5.26,1.18,7.86,19.96,41.34,10.89,11.97,0,1,0.55,3,188044738,1,11628.57703,2,1.24,0.9,86.78,14.44,0.59,3,3,3,TRUE
F00001103K,Artemis Fds(Lux)SmartGARP GlblEM Eq IEUR,4,1,Global Emerging Markets Equity,0,3.12,5.11,3.38,9.38,23.83,40.87,10.03,10.61,0,0.96,0.55,3,188044737,1,11628.57703,2,1.15,0.92,86.88,14.77,0.58,3,1,3,TRUE
F00001103L,Artemis Fds(Lux)SmartGARP GlblEM Eq IUSD,4,1,Global Emerging Markets Equity,0,4.21,5.27,1.19,7.88,20,41.41,10.79,11.91,0,0.96,0.55,3,188044738,1,11628.57703,2,1.05,0.92,87.34,14.69,0.57,3,1,3,TRUE
F00000VHE3,Artemis SmartGARP Glb EM Eq I Acc GBP,4,1,Global Emerging Markets Equity,2.42652,3.33,5.8,3.61,8.62,18.54,36.91,8.24,11,0,0.94,0.53,6.42,455629571,1,10878.72076,3,0.96,0.94,87.5,15.1,0.57,3,1,3,FALSE
F000010E43,Artisan Sustainable Emerg Mkts I USD Acc,4,3,Global Emerging Markets Equity,0,2.3,0.55,-2.65,-0.16,5.06,25.29,12.69,,,1.1,0.21,3.42,4606908,3,24887.91864,4,2.3,1.05,94.33,16.39,0.66,2,2,2,FALSE
F00000YMUZ,Ashmore SICAV Em Mkts Actv Eq I USD ACC,3,3,Global Emerging Markets Equity,0,3.59,0.45,-6.54,-5.83,0.53,18.99,9.04,,5,1.14,0.51,4.92,287040675,2,59812.93919,4,-1.18,1.06,96.02,16.6,0.46,3,3,3,FALSE
F0GBR04RYI,ASI (SLI) Asian Pacific Grth Eq I Acc,4,4,Asia-Pacific ex-Japan Equity,1.04599,2.05,2.19,-1.32,-4.57,0.66,15.79,10,11.19,0,0.97,0.1,3.08,32514228,2,72291.70456,4,1.29,1.03,97.32,15.24,0.65,2,3,3,FALSE
F00000OPUS,ASI (SLI) Asian Pacific Grth Eq P1 Acc,4,4,Asia-Pacific ex-Japan Equity,1.00321,2.03,2.1,-1.4,-4.61,0.57,15.71,9.93,11.12,0,1.02,0.1,3.08,32514228,2,72291.70456,4,1.31,1.02,97.14,15.15,0.65,2,3,3,TRUE
F0GBR04RYG,ASI (SLI) Asian Pacific Grth Eq R Acc,3,4,Asia-Pacific ex-Japan Equity,0.64063,2.03,2.13,-1.45,-4.81,0.33,15.24,9.48,10.66,4,1.44,0.1,3.08,32514228,2,72291.70456,4,0.82,1.03,97.32,15.25,0.62,2,3,3,FALSE
F00000OAQG,ASI (SLI) Emerging Markets Equity I Acc,4,4,Global Emerging Markets Equity,1.69221,2.32,0.97,-2.55,-4.42,1.96,19.5,9.83,10.71,0,0.9,0.05,7.25,197921685,2,40687.95944,4,1.27,1.08,96.06,16.74,0.61,2,3,3,FALSE
F00000OPVF,ASI (SLI) Emerging Markets Equity P1 Acc,4,4,Global Emerging Markets Equity,1.33505,2.36,0.98,-2.42,-4.72,1.62,18.92,9.55,10.51,0,0.95,0.05,7.25,197921685,2,40687.95944,4,1.09,1.07,96.23,16.58,0.6,2,3,3,TRUE
F00000OAQF,ASI (SLI) Emerging Markets Equity R Acc,3,4,Global Emerging Markets Equity,0.9923,2.37,0.93,-2.52,-4.93,1.31,18.43,9.11,10.08,4,1.37,0.05,7.25,197921685,2,40687.95944,4,0.63,1.08,96.06,16.75,0.57,2,3,3,FALSE
F0GBR06MQ9,ASI Standard Life Pacific Basin Tr A,3,4,Asia-Pacific ex-Japan Equity,1.56454,2.4,1.47,-1.81,-4.35,1.01,15.31,7.91,10.68,7.5,0.86,0.07,3.08,2135751930,2,60743.43483,4,-0.85,1.05,97.38,15.69,0.51,2,3,3,FALSE
F0GBR0646N,ASI Asia Pacific and Japan Eq A Acc,4,4,Asia-Pacific Equity,0,2.94,4.07,3.88,1.82,0.82,16.63,11.23,10.65,0,1.34,0.19,42.5,129905995,3,44111.39281,3,2.94,1.06,94.87,14.02,0.77,2,3,3,TRUE
F00000P8DH,ASI Asia Pacific and Japan Eq I Acc,4,4,Asia-Pacific Equity,0.44171,2.95,4.11,3.99,2.05,1.13,17.15,11.76,11.3,0,0.89,0.19,42.5,129905995,3,44111.39281,3,3.42,1.06,94.86,14.02,0.8,2,3,3,TRUE
F00000X3SD,ASI Asia Pacific Equity Enh Index B Acc,3,3,Asia-Pacific ex-Japan Equity,1.89036,2.66,2,-1.44,-2.36,3.71,15.78,7.99,10.56,0,0.3,0.57,5.5,213435483,2,38548.14647,2,-0.09,0.99,98.54,14.35,0.57,2,1,3,FALSE
F0GBR04EA6,ASI Asia Pacific Equity A Acc,3,4,Asia-Pacific ex-Japan Equity,0,1.69,2.15,-0.68,-3.39,0.49,17.24,10.69,10.81,0,1.39,0.23,15.42,1116094163,3,74615.49707,3,2.33,1,96.05,14.85,0.72,2,3,3,TRUE
F00000020Y,ASI Asia Pacific Equity I Acc,3,4,Asia-Pacific ex-Japan Equity,0.41531,1.7,2.19,-0.57,-3.17,0.79,17.77,11.22,11.47,0,0.93,0.23,15.42,1116094163,3,74615.49707,3,2.81,1,96.03,14.85,0.75,2,3,3,TRUE
F00000020Z,ASI Asia Pacific Equity Z Acc,4,4,Asia-Pacific ex-Japan Equity,1.33161,1.71,2.26,-0.38,-2.74,1.41,18.88,12.31,12.57,0,0.21,0.23,15.42,1116094163,3,74615.49707,3,3.79,1,96.03,14.86,0.82,2,3,3,FALSE
F0GBR04S1Q,ASI Emerging Markets Eq Enh Index A Acc,3,3,Global Emerging Markets Equity,2.13443,2.7,1.76,-2.46,-1.93,3.19,14.35,6.63,9.07,0,0.65,0.27,7.33,120635301,2,34795.15737,3,-1.02,1,97.75,15.05,0.48,2,3,3,FALSE
F0GBR06HZ6,ASI Emerging Markets Eq Enh Index B Acc,3,3,Global Emerging Markets Equity,2.13443,2.7,1.77,-2.45,-1.93,3.19,14.35,6.63,9.07,0,0.65,0.27,7.33,120635301,2,34795.15737,3,-1.02,1,97.76,15.05,0.48,2,3,3,FALSE
F00000XKWA,ASI Emerging Markets Eq Enh Index X Acc,3,3,Global Emerging Markets Equity,2.50959,2.71,1.8,-2.35,-1.71,3.5,14.87,7.12,9.55,0,0.2,0.27,7.33,120635301,2,34795.15737,3,-0.56,1,97.74,15.04,0.51,2,3,3,FALSE
F0GBR04G73,ASI Emerging Markets Equity A Acc,3,4,Global Emerging Markets Equity,0.197,2.13,1.96,-0.11,-2.8,1.33,21.15,10.84,7.98,2,1.39,0.21,34.5,1169827071,3,75106.02899,4,2.46,1.08,94.57,17.35,0.66,2,3,3,TRUE
F00000XWO9,ASI Emerging Markets Equity G Acc,4,4,Global Emerging Markets Equity,0.62537,2.14,2.01,-0.01,-2.59,1.63,21.68,11.36,,0,0.94,0.21,34.5,1169827071,3,75106.02899,4,2.93,1.08,94.55,17.36,0.69,2,3,3,FALSE
F0GBR052WL,ASI Emerging Markets Equity I Acc,4,4,Global Emerging Markets Equity,0.62477,2.14,2,0,-2.59,1.63,21.68,11.36,8.61,2,0.94,0.21,34.5,1169827071,3,75106.02899,4,2.93,1.08,94.56,17.36,0.69,2,3,3,TRUE
F000000219,ASI Emerging Markets Equity Z Acc,4,4,Global Emerging Markets Equity,1.49939,2.15,2.07,0.18,-2.19,2.23,22.77,12.42,9.67,0,0.21,0.21,34.5,1169827071,3,75106.02899,4,3.88,1.08,94.55,17.37,0.74,2,3,3,FALSE
F00000P988,ASI Emerging Markets Income Eq I Acc,4,4,Global Emerging Markets Equity,2.0443,2.25,1.21,-1.27,-2.24,3.71,22.1,10.46,11.46,0,0.88,0.13,7.25,876172138,1,37465.23532,4,1.91,1.07,95.27,16.53,0.65,2,1,3,FALSE
F00000P98A,ASI Emerging Markets Income Eq P1 Acc,4,4,Global Emerging Markets Equity,2.00028,2.26,1.21,-1.27,-2.34,3.63,22.02,10.4,11.39,0,0.93,0.13,7.25,876172138,1,37465.23532,4,1.92,1.06,95.38,16.4,0.65,2,1,3,FALSE
F00000P986,ASI Emerging Markets Income Eq R Acc,4,4,Global Emerging Markets Equity,1.62574,2.26,1.17,-1.33,-2.44,3.38,21.55,10.06,11,4,1.35,0.13,7.25,876172138,1,37465.23532,4,1.53,1.07,95.17,16.54,0.62,2,1,3,FALSE
F00000Z77Y,Aubrey Global Emerging Markets Opps IC1€,5,2,Global Emerging Markets Equity,0,3.99,6.81,7.79,1.37,9.63,19.7,20.42,,0,1.22,0.26,6.5,333710046,3,15357.36956,5,10.44,0.98,69.21,19.78,0.76,2,3,,FALSE
F00000VMUC,Aubrey Global Emerging Markets Opps IC1$,5,2,Global Emerging Markets Equity,0,4.99,6.68,4.8,-0.28,6.32,19.97,21.22,18.15,0,1.22,0.26,6.5,332319473,3,15357.36956,5,10.44,0.98,69.48,19.74,0.76,2,3,3,FALSE
F00000XA3Q,Aubrey Global Emerging Markets Opps RC1£,5,2,Global Emerging Markets Equity,0,4.09,7.18,7.3,0.55,5.06,15.37,18.72,17.24,0,1.22,0.26,6.5,332887564,3,15357.36956,5,10.44,0.98,69.21,19.78,0.76,2,3,3,FALSE
F0000000PW,Aviva Investors Asian Eq Inc A USD Acc,3,4,Asia-Pacific ex-Japan Equity Income,0,2.97,1.54,-4.28,-4.75,2.25,18.05,8.68,7.22,5,1.74,0.09,6.67,442224740,1,53830.33003,2,3.3,0.97,87.81,13.85,0.46,2,1,3,FALSE
F0GBR04FJJ,Aviva Investors Asian Eq Inc B USD Acc,3,4,Asia-Pacific ex-Japan Equity Income,0,2.97,1.51,-4.34,-4.87,2.08,17.76,8.41,6.95,5,1.99,0.09,6.67,442224740,1,53830.33003,2,3.05,0.97,87.81,13.85,0.44,2,1,3,FALSE
F0000000PU,Aviva Investors EM Eq Inc A USD Acc,1,3,Global Emerging Markets Equity,0,3.2,0.92,-6.87,-7.03,0.82,17.42,5.7,4.64,5,1.94,0.14,2.42,823790002,1,27467.39461,2,-3.93,0.96,95.49,14.66,0.27,2,1,3,FALSE
F000000HFE,Aviva Investors EM Eq Inc B EUR Acc,1,3,Global Emerging Markets Equity,0,2.12,0.74,-4.91,-5.85,3.88,16.7,4.61,3.07,5,2.19,0.14,2.42,823790002,1,27467.39461,2,-4.25,0.97,94.4,14.83,0.25,2,1,3,FALSE
F0GBR04FJF,Aviva Investors EM Eq Inc B USD Acc,1,3,Global Emerging Markets Equity,0,3.19,0.9,-6.93,-7.15,0.65,17.13,5.44,4.38,5,2.19,0.14,2.42,823790002,1,27467.39461,2,-4.18,0.96,95.49,14.65,0.25,2,1,3,FALSE
F0GBR04DFR,AXA Framlington Emerging Mkts R GBP Acc,3,4,Global Emerging Markets Equity,0,2.81,3.21,-1.68,-3.84,0.35,10.74,8.43,8.13,5.25,1.64,0.19,0.83,100654736,3,45344.421,3,0.55,1.02,91.4,16.89,0.53,2,3,3,FALSE
F00000P781,AXA Framlington Emerging Mkts Z GBP Acc,3,4,Global Emerging Markets Equity,0.26377,2.86,3.27,-1.48,-3.49,0.84,11.52,9.26,8.94,0,0.89,0.19,0.83,100654736,3,45344.421,3,1.31,1.02,91.4,16.89,0.58,2,3,3,TRUE
F0GBR04CDP,AXA Rosenberg Asia Pacific ex Japan R,2,3,Asia-Pacific ex-Japan Equity,1.06557,2.49,1.57,-3.93,-4.87,3.49,13.38,4.01,7.58,5,1.57,0.38,29.67,178849765,1,35083.08987,3,-4.15,1,96.71,14.56,0.29,2,3,3,FALSE
F0GBR04CDN,AXA Rosenberg Asia Pacific ex Japan Z,3,3,Asia-Pacific ex-Japan Equity,1.79725,2.51,1.62,-3.76,-4.53,4.01,14.24,4.79,8.38,0,0.82,0.38,29.67,178849765,1,35083.08987,3,-3.4,1,96.69,14.56,0.34,2,3,3,FALSE
F00000021B,AXA Rosenberg Glb Em Mkts Eq Alp A $ Acc,3,3,Global Emerging Markets Equity,0,3.14,1.55,-6.71,-5.06,1.94,14.25,7.68,9.01,0,1,0.65,15.25,64619800,1,29279.68536,3,-1.64,0.95,96.46,14.35,0.42,3,3,3,FALSE
F00000021D,AXA Rosenberg Glb Em Mkts Eq Alp B $ Acc,2,3,Global Emerging Markets Equity,0,3.16,1.53,-6.82,-5.35,1.53,13.56,6.94,8.24,4.5,1.65,0.65,15.25,64619800,1,29279.68536,2,-2.33,0.95,96.53,14.34,0.38,3,3,3,FALSE
F000001FSI,AXAWF Fram Emerging Markets A Cap EUR,3,5,Global Emerging Markets Equity,0,3.2,3.08,-1.36,-1.19,5.76,14.81,10.63,7.69,5.5,1.86,0.21,10.75,197494745,3,45705.05346,3,1.37,0.98,90.98,16.51,0.58,3,3,3,FALSE
F000001FSJ,AXAWF Fram Emerging Markets A Cap USD,3,5,Global Emerging Markets Equity,0,4.19,2.95,-4.1,-2.78,2.58,15.08,11.37,9.03,5.5,1.86,0.21,10.75,197270000,3,45705.05346,3,1.39,0.98,90.94,16.54,0.58,3,3,3,FALSE
F000001FSL,AXAWF Fram Emerging Markets E Cap EUR,3,5,Global Emerging Markets Equity,0,3.19,3.01,-1.54,-1.56,5.22,13.95,9.8,6.88,0,2.61,0.21,10.75,197494745,3,45705.05346,3,0.62,0.98,90.99,16.5,0.53,3,3,3,FALSE
F000001X5P,AXAWF Fram Emerging Markets F Cap EUR,3,5,Global Emerging Markets Equity,0,3.22,3.14,-1.17,-0.82,6.29,15.68,11.46,8.49,2,1.11,0.21,10.75,197494745,3,45705.05346,3,2.12,0.98,90.98,16.52,0.62,3,3,3,FALSE
F000001FSM,AXAWF Fram Emerging Markets F Cap USD,3,5,Global Emerging Markets Equity,0,4.21,3.02,-3.92,-2.41,3.09,15.94,12.2,9.83,2,1.11,0.21,10.75,197270000,3,45705.05346,3,2.12,0.98,90.94,16.55,0.62,3,3,3,FALSE
F0GBR04RN8,Baillie Gifford Emerging Mkts Gr A Acc,4,2,Global Emerging Markets Equity,0.69489,2.05,1.22,-4.07,-8.4,-2.69,16.57,12.41,13.47,0,1.52,0.11,6.67,1566574000,2,68436.82988,5,3.77,1.14,94.53,18.36,0.72,2,3,3,FALSE
F0GBR04RNE,Baillie Gifford Emerging Mkts Gr B Acc,5,2,Global Emerging Markets Equity,1.38235,2.06,1.3,-3.89,-8.03,-2.25,17.42,13.25,14.32,0,0.78,0.11,6.67,1566574000,2,68436.82988,5,4.52,1.15,94.53,18.37,0.76,2,3,3,TRUE
F0GBR06OCI,Baillie Gifford Em Mkts Lead Coms A Acc,5,3,Global Emerging Markets Equity,0.38585,2.49,2.56,-1.74,-6.21,-1.66,16.8,14.78,15.04,0,1.52,0.06,11.67,1145764000,2,76604.5869,5,5.9,1.12,93.76,17.72,0.85,2,3,3,FALSE
F0GBR06OCJ,Baillie Gifford Em Mkts Lead Coms B Acc,5,3,Global Emerging Markets Equity,1.06975,2.51,2.62,-1.55,-5.85,-1.17,17.69,15.64,15.91,0,0.77,0.06,11.67,1145764000,2,76604.5869,5,6.65,1.12,93.76,17.74,0.89,2,3,3,FALSE
F0000108JW,Baillie Gifford Em Mkts Lead Coms G Acc,5,3,Global Emerging Markets Equity,1.17821,2.52,2.64,-1.51,-5.78,-1.08,17.83,15.79,,0,0.65,0.06,11.67,1145764000,2,76604.5869,4,6.78,1.12,93.77,17.73,0.9,2,3,3,FALSE
F0GBR04RMY,Baillie Gifford Pacific A,5,1,Asia ex-Japan Equity,0,3.02,3.54,3.37,-1.21,11.13,31.79,23.97,21.99,0,1.55,0.21,11.25,3524433000,2,13324.70762,5,13.23,1.1,87.43,17.99,1.26,2,3,3,FALSE
F0GBR04RN1,Baillie Gifford Pacific B Acc,5,1,Asia ex-Japan Equity,0.31078,3.02,3.54,3.61,-0.76,11.76,32.87,25.02,23.02,0,0.71,0.21,11.25,3524433000,2,13324.70762,5,14.1,1.1,87.41,18,1.3,2,3,3,TRUE
F00000X3XG,Baillie Gifford WW EM LdgComs B EUR Acc,5,3,Global Emerging Markets Equity,0,2.07,1.79,-1.69,-5.22,3.37,21.58,16.97,15.36,0,0.82,-0.12,10.5,491663932,2,88017.95499,5,6.21,1.13,95.24,17.77,0.87,2,3,3,FALSE
F00000X3XH,Baillie Gifford WW EM LdgComs B USD Acc,5,3,Global Emerging Markets Equity,0,3.14,1.72,-4.21,-7.01,-0.05,22.01,17.84,16.76,0,0.82,-0.12,10.5,491663933,2,88017.95499,5,6.17,1.12,95.92,17.75,0.87,2,3,3,FALSE
F00000OZUU,Baillie Gifford WW EM LdgComs C YEN Acc,5,3,Global Emerging Markets Equity,0,3.02,2.57,-3.88,-3.97,7.22,27.19,18.32,18.95,0,0.1,-0.12,10.5,491663933,2,88017.95499,4,7.12,1.1,95.38,17.34,0.93,2,3,3,FALSE
F00000LVTQ,Barings Global Emerging Mkts A Acc,3,4,Global Emerging Markets Equity,0,3.44,1.74,-4.85,-8.02,-2.8,9.74,8.66,9.66,5,1.95,0.17,8.25,431059963,2,50795.84974,4,-1.89,1.06,94.26,16.84,0.41,3,3,3,FALSE
F00000LJYQ,Barings Global Emerging Mkts I Acc,3,4,Global Emerging Markets Equity,0,3.44,1.82,-4.63,-7.58,-2.19,10.77,9.68,10.68,0,1.11,0.17,8.25,431059963,2,50795.84974,4,-0.95,1.06,94.3,16.85,0.46,3,3,3,TRUE
F00000MF4V,Barings Global Emerging Mkts I EUR Acc,3,4,Global Emerging Markets Equity,0,2.48,1.98,-2.07,-6.08,1.15,10.23,8.92,9.57,0,1,0.17,8.25,431059963,2,50795.84974,4,-0.95,1.06,93.8,16.86,0.46,3,3,3,FALSE
F00000MBV3,Barings Global Emerging Mkts I GBP Acc,3,4,Global Emerging Markets Equity,0,2.58,2.66,-2.14,-6.69,-3.39,6.21,7.15,9.74,0,1.95,0.17,8.25,431059963,2,50795.84974,4,-0.99,1.07,94.26,16.89,0.46,3,3,3,TRUE
F000001ZUY,Barings Global Emerging Mkts X USD Acc,3,4,Global Emerging Markets Equity,0,3.45,1.89,-4.45,-7.24,-1.7,11.58,10.52,11.54,0,0.71,0.17,8.25,431059963,2,50795.84974,4,-0.2,1.06,94.28,16.85,0.51,3,3,3,FALSE
F00000NYND,Barings ASEAN Frontiers A USD Acc,5,2,ASEAN Equity,0,2.17,4.86,3.48,4.06,13.97,30.09,12.44,9.31,5,1.7,0.71,13.08,393621161,2,5687.94985,5,12.79,1.03,84.79,19.34,0.59,3,3,3,FALSE
F00000LZ2F,Barings ASEAN Frontiers I EUR Acc,5,2,ASEAN Equity,0,1.22,5.07,6.43,6.1,18.4,30.37,12.42,8.73,0,1,0.71,13.08,393621161,2,5687.94985,5,13.52,1.04,84.99,19.33,0.62,3,3,3,FALSE
F00000LPMF,Barings ASEAN Frontiers I GBP Acc,5,2,ASEAN Equity,0,1.35,5.8,6.37,5.43,13.09,25.62,10.62,9.12,0,1,0.71,13.08,393621161,2,5687.94985,5,13.49,1.04,86.32,19.34,0.62,3,3,3,TRUE
F00000NGLU,Barings ASEAN Frontiers I USD Acc,5,2,ASEAN Equity,0,2.18,4.92,3.67,4.43,14.51,31.01,13.23,10.03,0,1,0.71,13.08,393621161,2,5687.94985,5,13.49,1.03,84.79,19.35,0.62,3,3,3,FALSE
F00000NGLV,Barings Asia Growth I EUR Acc,5,3,Asia ex-Japan Equity,0,2.74,2.68,3.81,0.27,12.22,27.36,20.83,16.48,0,1.12,0.59,3.25,163106215,3,41310.14563,5,8.75,1.12,93.55,17.57,1.04,3,3,3,FALSE
F00000NGLT,Barings Asia Growth I USD Acc,5,3,Asia ex-Japan Equity,0,3.72,2.53,1.11,-1.3,8.55,27.99,21.73,17.89,0,1.11,0.59,3.25,163106215,3,41310.14563,4,8.82,1.11,93.03,17.62,1.04,3,3,3,TRUE
F00000NGLW,Barings Asia Growth ClassI GBP Acc,5,3,Asia ex-Japan Equity,0,2.87,3.39,3.76,-0.36,7.21,22.73,18.93,16.91,0,0.8,0.59,3.25,163106215,3,41310.14563,5,8.79,1.11,93.32,17.58,1.04,3,3,3,FALSE
F00000NYNC,Barings Hong Kong China A USD Acc,4,4,China Equity,0,3.21,0.99,-8.63,-16.55,-7.06,8.8,17.62,14.85,5,1.7,0.67,10.67,1600699816,3,35445.3142,4,8.47,1.06,91.4,20.65,0.74,3,3,3,FALSE
F00000NGM5,Barings Hong Kong China I GBP Acc,4,4,China Equity,0,2.39,1.9,-6.07,-15.45,-7.78,5.08,15.73,14.66,0,1.1,0.67,10.67,1600699816,3,35445.3142,4,9.19,1.06,91.01,20.63,0.77,3,3,3,TRUE
F00000NGM3,Barings Hong Kong China I USD Acc,4,4,China Equity,0,3.23,1.05,-8.46,-16.25,-6.62,9.57,18.45,15.61,0,1.11,0.67,10.67,1600699816,3,35445.3142,4,9.18,1.06,91.4,20.66,0.77,3,3,3,TRUE
F00000SIZJ,BL-Equities Asia B USD,1,2,Asia ex-Japan Equity,0,3.23,1.82,-5.84,-4.12,-0.88,8.74,6.23,5.59,5,1.48,0.16,2.42,522311290,2,24257.12712,1,-2.7,0.84,94.84,12.63,0.34,3,3,3,FALSE
F00000SIZH,BL-Equities Asia BC EUR,1,2,Asia ex-Japan Equity,0,2.26,1.95,-3.15,-2.53,2.2,8.51,5.53,4.3,5,1.47,0.16,2.42,522311290,2,24257.12712,1,-2.71,0.85,94.81,12.65,0.34,3,3,3,FALSE
F00000YIFE,BL-Equities Asia BCM EUR,2,2,Asia ex-Japan Equity,0,2.27,1.98,-3.05,-2.33,2.47,8.94,5.84,,5,1.03,0.19,2.42,522311290,2,24257.12712,1,-2.42,0.85,94.67,12.68,0.37,3,3,3,FALSE
0P00019Q4B,BL-Equities Asia BCM EUR USD,2,2,Asia ex-Japan Equity,0,3.24,1.85,-5.75,-3.93,-0.62,9.17,6.54,,5,1.03,0.19,2.42,522311290,2,24257.12712,1,-2.42,0.85,94.67,12.66,0.37,3,3,3,FALSE
F00000YIFD,BL-Equities Asia BM USD,2,2,Asia ex-Japan Equity,0,3.23,1.85,-5.75,-3.93,-0.62,9.17,6.66,,5,1.08,0.16,2.42,522311290,2,24257.12712,1,-2.3,0.84,94.83,12.63,0.38,3,3,3,FALSE
F00000SKJ3,BL-Equities Asia BR USD,1,2,Asia ex-Japan Equity,0,3.21,1.71,-6.12,-4.63,-1.55,7.98,6.5,5.74,5,1,0.14,2.42,522311290,2,24257.12712,1,-2.45,0.84,94.79,12.64,0.36,3,3,3,FALSE
F00000Q3QK,BlackRock Asia A Acc GBP,3,2,Asia ex-Japan Equity,0.3519,2,1.66,-1.47,-6.02,1.09,13.11,8.58,9.71,5,1.73,0.6,1.42,118735930,2,43209.01345,3,0.19,1.05,95.01,16,0.57,3,3,3,FALSE
F00000Q3QL,BlackRock Asia D Acc GBP,3,2,Asia ex-Japan Equity,0.74305,2.02,1.74,-1.26,-5.68,1.61,13.93,9.39,10.54,0,0.98,0.6,1.42,118735930,2,43209.01345,3,0.95,1.05,94.98,16,0.62,3,3,3,FALSE
F00000VRZY,BlackRock Asia Z Acc GBP,3,2,Asia ex-Japan Equity,0.91975,1.98,1.75,-1.26,-5.61,1.75,14.15,9.61,10.74,0,0.78,0.6,1.42,118735930,2,43209.01345,3,1.16,1.04,94.97,15.96,0.63,3,3,3,FALSE
F00000TEFD,BlackRock Asia Special Situations A Acc,2,3,Asia ex-Japan Equity,0.46618,1.84,1.44,-2.72,-11.27,-2.68,13.48,8.79,8.95,5,1.76,1.68,7.42,83555202,2,34487.08753,3,0.43,1.04,91.66,16.44,0.57,3,1,3,FALSE
F00000TEFE,BlackRock Asia Special Situations D Acc,2,3,Asia ex-Japan Equity,0.81631,1.87,1.49,-2.54,-10.93,-2.19,14.35,9.6,9.77,0,1.02,1.68,7.42,83555202,2,34487.08753,3,1.17,1.04,91.76,16.43,0.61,3,1,3,FALSE
F0GBR04RTO,BlackRock Emerging Markets A Acc,5,2,Global Emerging Markets Equity,0,1.68,1.32,-2.76,-6.25,3.1,18,13.16,12.59,5,1.7,1.13,4.5,887329986,2,28748.38339,4,5.08,1.03,92.31,16.08,0.84,3,3,3,FALSE
F00000ZY4J,BlackRock EM Alpha Tilts D Acc USD,3,3,Global Emerging Markets Equity,0,3.52,0.69,-6.24,-3.33,2.41,17.21,9.88,,0,0.94,1.47,3.75,342195246,2,33998.75321,3,-0.27,1.03,98.53,15.83,0.52,3,3,3,FALSE
F00000ZY4L,BlackRock EM Alpha Tilts Flex Acc USD,3,3,Global Emerging Markets Equity,0,3.53,0.77,-6.03,-2.9,3,18.16,10.19,,0,0.1,1.47,3.75,342195246,2,33998.75321,3,0.01,1.03,98.55,15.85,0.54,3,3,3,FALSE
F00000ZY4K,BlackRock EM Alpha Tilts Inst Acc USD,3,3,Global Emerging Markets Equity,0,3.52,0.7,-6.22,-3.29,2.45,17.23,9.47,,0,0.89,1.47,3.75,342195246,2,33998.75321,3,-0.64,1.03,98.53,15.83,0.5,3,3,3,FALSE
F00000ZY4M,BlackRock EM Alpha Tilts Z Acc USD,3,3,Global Emerging Markets Equity,0,3.53,0.72,-6.17,-3.19,2.59,17.46,9.53,,0,0.69,1.47,3.75,342195246,2,33998.75321,3,-0.59,1.03,98.55,15.84,0.5,3,3,3,FALSE
F00000MJPP,BlackRock Emerging Markets D Acc,5,2,Global Emerging Markets Equity,0.57188,1.7,1.39,-2.57,-5.89,3.63,18.89,14.01,13.44,0,0.95,1.13,4.5,887329986,2,28748.38339,4,5.83,1.03,92.3,16.1,0.88,3,3,3,TRUE
F000010KU9,BlackRock Emerging Markets X Acc,5,2,Global Emerging Markets Equity,1.27613,1.75,1.46,-2.35,-5.46,4.23,19.95,14.98,,0,0.05,1.13,4.5,887329986,2,28748.38339,4,6.67,1.03,92.3,16.09,0.94,3,3,3,FALSE
F000010UK9,BlackRock Advtg Asia ex Jpn Eq A USD Acc,3,3,Asia ex-Japan Equity,0,3.13,1.51,-4.97,-6.67,2.75,20.17,11.27,,,1,1.17,3.17,11008081,2,39087.89213,3,0.5,1.02,96.69,15.44,0.6,3,3,3,FALSE
F000010TKC,BlackRock Advtg Asia ex Jpn Eq X USD Acc,4,3,Asia ex-Japan Equity,0,3.15,1.6,-4.72,-6.19,3.45,21.38,12.39,,,0,1.17,3.17,11008081,2,39087.89213,3,1.5,1.03,96.69,15.45,0.66,3,3,3,FALSE
