SecId,Equity_Holding,giant_percent,large_percent,mid_percent,small_percent,micro_percent
F0GBR04DEW,16.02 Bil,24.16,46.26,15.85,12.70,0.25
F0000023ND,,24.16,46.26,15.85,12.70,0.25
F00000SVGQ,16.02 Bil,24.16,46.26,15.85,12.70,0.25
F0GBR06IE5,1.12 Bil,0.11,0.11,27.82,60.55,7.98
F0GBR04NSQ,18.17 Bil,22.66,17.69,18.86,7.37,2.09
F00000OZZZ,18.17 Bil,22.66,17.69,18.86,7.37,2.09
F00000OV0F,,22.66,17.69,18.86,7.37,2.09
F00000VFT7,18.17 Bil,22.66,17.69,18.86,7.37,2.09
F00000QQT8,14.07 Bil,16.47,39.55,39.37,4.60,0.00
F00000QQT9,14.07 Bil,16.47,39.55,39.37,4.60,0.00
F00000QQTA,14.07 Bil,16.47,39.55,39.37,4.60,0.00
F00000QQTG,14.07 Bil,16.47,39.55,39.37,4.60,0.00
F00000QQTH,14.07 Bil,16.47,39.55,39.37,4.60,0.00
F00000QQTJ,14.07 Bil,16.47,39.55,39.37,4.60,0.00
F00000QQTK,14.07 Bil,16.47,39.55,39.37,4.60,0.00
F000010FGD,13.71 Bil,16.19,38.93,40.30,4.58,0.00
F000010FGB,13.71 Bil,16.19,38.93,40.30,4.58,0.00
F000010FGF,13.71 Bil,16.19,38.93,40.30,4.58,0.00
F000010FGH,13.71 Bil,16.19,38.93,40.30,4.58,0.00
F0000155BA,21.91 Bil,25.58,30.63,40.21,1.59,0.00
F00000W0W3,21.91 Bil,25.58,30.63,40.21,1.59,0.00
F00000MWKP,21.91 Bil,25.58,30.63,40.21,1.59,0.00
F00000O7XW,3.33 Bil,0.00,3.98,76.40,10.85,1.24
F0GBR04KD7,3.33 Bil,0.00,3.98,76.40,10.85,1.24
F000003WU9,3.33 Bil,0.00,3.98,76.40,10.85,1.24
F00000T1N5,3.33 Bil,0.00,3.98,76.40,10.85,1.24
F00000SJSG,3.33 Bil,0.00,3.98,76.40,10.85,1.24
F00000MKD7,1.31 Bil,0.00,0.00,36.89,50.21,8.81
F0GBR04FHH,1.31 Bil,0.00,0.00,36.89,50.21,8.81
F000003WUA,1.31 Bil,0.00,0.00,36.89,50.21,8.81
F00000T1N9,1.31 Bil,0.00,0.00,36.89,50.21,8.81
F00000SJSI,1.31 Bil,0.00,0.00,36.89,50.21,8.81
F000002YCC,11.56 Bil,15.23,38.50,36.91,5.94,0.72
F0000155BD,11.56 Bil,15.23,38.50,36.91,5.94,0.72
F0000106XT,11.56 Bil,15.23,38.50,36.91,5.94,0.72
F00000Q7VA,6.86 Bil,28.48,24.45,23.95,18.52,3.99
F00000Q7V8,6.86 Bil,28.48,24.45,23.95,18.52,3.99
F00000Q7V7,6.86 Bil,28.48,24.45,23.95,18.52,3.99
F0GBR05YZP,31.26 Bil,34.45,35.85,23.61,3.89,0.00
F0GBR06I4M,14.66 Bil,33.57,24.98,22.85,9.73,5.88
F0GBR04DT9,14.66 Bil,33.57,24.98,22.85,9.73,5.88
F0000023NA,19.70 Bil,30.63,28.73,31.18,4.15,0.00
F000001X0T,19.70 Bil,30.63,28.73,31.18,4.15,0.00
F00000OUIO,19.70 Bil,30.63,28.73,31.18,4.15,0.00
F00000VYWV,19.70 Bil,30.63,28.73,31.18,4.15,0.00
F0GBR0521O,22.09 Bil,35.72,29.59,24.10,4.88,0.67
F00000THCU,22.09 Bil,35.72,29.59,24.10,4.88,0.67
F0GBR06LHF,22.09 Bil,35.72,29.59,24.10,4.88,0.67
F00000OUU0,22.09 Bil,35.72,29.59,24.10,4.88,0.67
F00000ZO5M,4.93 Bil,0.00,19.69,64.51,4.20,0.00
F00000OKGN,4.93 Bil,0.00,19.69,64.51,4.20,0.00
F000001W50,4.93 Bil,0.00,19.69,64.51,4.20,0.00
F0GBR05PUD,4.93 Bil,0.00,19.69,64.51,4.20,0.00
F00000QTM7,,42.59,35.26,16.76,0.01,0.00
F00000OZTW,35.41 Bil,42.59,35.26,16.76,0.01,0.00
F0GBR06I71,35.41 Bil,42.59,35.26,16.76,0.01,0.00
F0GBR0602H,35.41 Bil,42.59,35.26,16.76,0.01,0.00
F0GBR04RQ2,,36.62,30.39,24.67,3.94,0.15
F0GBR04D9J,10.75 Bil,27.60,20.28,32.91,15.67,1.69
F000000OD2,10.75 Bil,27.60,20.28,32.91,15.67,1.69
F00000OYYE,10.75 Bil,27.60,20.28,32.91,15.67,1.69
F00000LYF6,19.76 Bil,34.11,28.11,26.69,5.93,0.26
F00000ZW9X,19.76 Bil,34.11,28.11,26.69,5.93,0.26
F0000102YE,13.55 Bil,20.47,34.84,34.74,4.29,1.27
F00000MAI0,13.55 Bil,20.47,34.84,34.74,4.29,1.27
F00000MAHY,13.55 Bil,20.47,34.84,34.74,4.29,1.27
F00000MA49,13.55 Bil,20.47,34.84,34.74,4.29,1.27
F00000QTM9,22.04 Bil,35.69,29.57,24.09,4.93,0.69
F000002KDL,8.91 Bil,21.67,18.94,37.66,14.91,3.07
F00000P00B,8.91 Bil,21.67,18.94,37.66,14.91,3.07
F00000OS9Z,8.91 Bil,21.67,18.94,37.66,14.91,3.07
F00000WF7I,11.41 Bil,32.96,17.67,28.37,15.78,0.64
F00000WF7E,11.41 Bil,32.96,17.67,28.37,15.78,0.64
F00000WB5V,15.29 Bil,30.16,21.79,31.50,7.45,0.45
F00000WB5X,15.29 Bil,30.16,21.79,31.50,7.45,0.45
F00000WF4U,15.29 Bil,30.16,21.79,31.50,7.45,0.45
F0GBR04S54,8.90 Bil,21.83,21.97,29.65,19.10,1.73
F00000Q4AV,8.90 Bil,21.83,21.97,29.65,19.10,1.73
F00000OQRH,8.90 Bil,21.83,21.97,29.65,19.10,1.73
F000000PXG,8.90 Bil,21.83,21.97,29.65,19.10,1.73
F00000ZX12,7.10 Bil,11.50,16.79,49.80,14.92,1.68
F00000Y61R,7.10 Bil,11.50,16.79,49.80,14.92,1.68
F00000V18M,7.10 Bil,11.50,16.79,49.80,14.92,1.68
F00000ONVN,7.10 Bil,11.50,16.79,49.80,14.92,1.68
F0000040Q9,7.10 Bil,11.50,16.79,49.80,14.92,1.68
F0000040QB,,11.50,16.79,49.80,14.92,1.68
F0000108X4,5.40 Bil,11.55,17.14,46.65,14.02,1.57
F0000150T8,5.40 Bil,11.55,17.14,46.65,14.02,1.57
F0000108X2,5.40 Bil,11.55,17.14,46.65,14.02,1.57
F0000108X6,5.40 Bil,11.55,17.14,46.65,14.02,1.57
F0000150TA,11.03 Bil,20.19,29.84,36.33,8.39,3.15
F000010G0B,11.03 Bil,20.19,29.84,36.33,8.39,3.15
F00000MWK3,11.03 Bil,20.19,29.84,36.33,8.39,3.15
F00000MWK7,,14.62,41.23,35.40,4.16,0.00
F0000151EF,13.43 Bil,14.62,41.23,35.40,4.16,0.00
F0000109A5,,14.62,41.23,35.40,4.16,0.00
F00000VT9Y,13.43 Bil,14.62,41.23,35.40,4.16,0.00
F00000OSWI,13.18 Bil,14.55,47.39,19.93,13.48,0.00
F0000150TZ,13.18 Bil,14.55,47.39,19.93,13.48,0.00
F0GBR04C3X,13.18 Bil,14.55,47.39,19.93,13.48,0.00
F00000QQTC,14.07 Bil,16.47,39.55,39.37,4.60,0.00
F00000QQTE,14.07 Bil,16.47,39.55,39.37,4.60,0.00
F00000QQTD,14.07 Bil,16.47,39.55,39.37,4.60,0.00
F00000OZTY,22.04 Bil,35.69,29.57,24.09,4.93,0.69
F0000102YI,22.04 Bil,35.69,29.57,24.09,4.93,0.69
F0GBR06HX1,22.04 Bil,35.69,29.57,24.09,4.93,0.69
F0GBR04C2Y,22.04 Bil,35.69,29.57,24.09,4.93,0.69
F00000U46L,2.42 Bil,0.00,0.67,69.21,25.24,0.45
F00000U3Y2,10.23 Bil,32.26,8.51,32.97,18.42,1.24
F0GBR04GTH,36.74 Bil,39.44,29.81,26.51,0.00,0.00
F00000P5TW,10.73 Bil,20.56,22.54,38.26,11.76,1.22
F0GBR04MZL,10.73 Bil,20.56,22.54,38.26,11.76,1.22
F00000SK3U,10.73 Bil,20.56,22.54,38.26,11.76,1.22
F0GBR06HWQ,4.05 Bil,4.94,19.98,30.81,29.88,1.55
F00000P7AC,3.21 Bil,0.00,19.56,34.63,34.94,0.88
F0GBR04S8U,11.48 Bil,29.26,22.09,28.30,11.06,4.51
F00000OO5L,11.48 Bil,29.26,22.09,28.30,11.06,4.51
F00000OO5M,11.48 Bil,29.26,22.09,28.30,11.06,4.51
F0GBR04JJG,11.48 Bil,29.26,22.09,28.30,11.06,4.51
F0GBR04GHM,9.85 Bil,27.91,17.88,23.52,13.17,5.67
F0GBR04S95,4.05 Bil,15.44,23.10,24.42,24.34,12.92
F000005JRK,4.05 Bil,15.44,23.10,24.42,24.34,12.92
F000013D2J,4.05 Bil,15.44,23.10,24.42,24.34,12.92
F00000OO8B,4.05 Bil,15.44,23.10,24.42,24.34,12.92
F0GBR04JI4,4.05 Bil,15.44,23.10,24.42,24.34,12.92
F0GBR04S97,866.08 Mil,0.00,0.00,16.06,66.91,15.44
F00000OO8F,866.08 Mil,0.00,0.00,16.06,66.91,15.44
F0GBR04JO9,866.08 Mil,0.00,0.00,16.06,66.91,15.44
F0GBR04S98,7.41 Bil,21.40,12.82,42.47,20.64,0.00
F00000OO8L,7.41 Bil,21.40,12.82,42.47,20.64,0.00
F0GBR04JLW,7.41 Bil,21.40,12.82,42.47,20.64,0.00
F00000VEBL,9.50 Bil,18.78,27.11,33.41,13.62,2.13
F00000TULL,9.50 Bil,18.78,27.11,33.41,13.62,2.13
F00000XY8K,9.50 Bil,18.78,27.11,33.41,13.62,2.13
F00000VT25,14.51 Bil,30.07,19.42,35.30,8.17,0.00
F0GBR06M5A,8.89 Bil,20.28,25.87,35.95,11.81,1.91
F0GBR04S8K,8.89 Bil,20.28,25.87,35.95,11.81,1.91
F00000QU2P,,22.54,19.36,35.68,15.24,1.11
F0GBR050JO,34.17 Bil,46.60,31.34,19.85,0.00,0.00
F00000NMF9,1.61 Bil,2.27,4.28,40.12,28.13,17.24
F00000PBFB,1.61 Bil,2.27,4.28,40.12,28.13,17.24
F00000O7XO,9.55 Bil,19.55,28.67,35.04,11.58,4.10
F0GBR04E51,9.55 Bil,19.55,28.67,35.04,11.58,4.10
F00000O7XM,9.55 Bil,19.55,28.67,35.04,11.58,4.10
F00000T1N4,9.55 Bil,19.55,28.67,35.04,11.58,4.10
F00000SJSU,9.55 Bil,19.55,28.67,35.04,11.58,4.10
F0GBR04FI9,5.11 Bil,21.52,9.80,26.70,31.67,8.37
F0GBR04CHR,3.92 Bil,23.95,15.91,14.08,14.85,26.42
F0GBR04CHN,3.92 Bil,23.95,15.91,14.08,14.85,26.42
F00000PBF9,3.92 Bil,23.95,15.91,14.08,14.85,26.42
F0GBR04KO2,13.13 Bil,22.42,32.56,30.67,11.49,0.71
F0GBR05ZTJ,13.13 Bil,22.42,32.56,30.67,11.49,0.71
F00000U46N,2.42 Bil,0.00,0.67,69.21,25.24,0.45
F0GBR04DTS,5.40 Bil,6.55,17.12,52.32,11.43,0.00
F00000OUU2,5.40 Bil,6.55,17.12,52.32,11.43,0.00
F000002JUH,5.40 Bil,6.55,17.12,52.32,11.43,0.00
F0000102YG,1.01 Bil,0.00,0.00,20.08,66.16,10.94
F00000VD65,13.13 Bil,22.42,32.56,30.67,11.49,0.71
F0GBR059QG,13.13 Bil,22.42,32.56,30.67,11.49,0.71
F00000QBOD,13.13 Bil,22.42,32.56,30.67,11.49,0.71
F00000V33Z,13.13 Bil,22.42,32.56,30.67,11.49,0.71
F00000M0TW,13.13 Bil,22.42,32.56,30.67,11.49,0.71
F00000OWFK,36.74 Bil,39.44,29.81,26.51,0.00,0.00
F0GBR04S9M,21.82 Bil,35.59,28.24,25.76,5.30,0.62
