SecId,P_E,P_B,P_Sales,P_CashFlow,Dividend_Yield_Percent,Long_term_earning_Percent,Historical_earning_Percent,Sales_growth_percent,Cashflow_growth_percent,Book_value_growth_percent
F00000PZHR,13.48,1.75,1.61,9.92,2.66,13.47,-7.62,-8.45,-1.94,-2.51
F00000XSB7,15.04,2.4,0.83,10.11,2.78,9.85,-0.67,-3.31,14.12,1.12
F00000XSBG,15.04,2.4,0.83,10.11,2.78,9.85,-0.67,-3.31,14.12,1.12
F00000XSB3,15.04,2.4,0.83,10.11,2.78,9.85,-0.67,-3.31,14.12,1.12
F00000XSBB,15.04,2.4,0.83,10.11,2.78,9.85,-0.67,-3.31,14.12,1.12
F00000WHAF,19.04,2.39,1.53,14.37,1.9,7.8,-6.72,-6.2,9.85,1.43
F00000X5VF,14.95,2.4,0.82,9.57,2.82,9.89,-1.22,-3.34,14.34,0.88
F000003THQ,14.95,2.4,0.82,9.57,2.82,9.89,-1.22,-3.34,14.34,0.88
F00000OU93,14.95,2.4,0.82,9.57,2.82,9.89,-1.22,-3.34,14.34,0.88
F00000XWYS,15.24,1.98,0.95,9.58,1.99,10.88,-5.28,-7.74,10.87,-5.53
F0GBR06XGA,15.74,2.26,1.54,12.45,2.63,9.76,-6.69,-6.09,2.89,0.69
F0GBR06XG9,15.74,2.26,1.54,12.45,2.63,9.76,-6.69,-6.09,2.89,0.69
F00000MF1W,15.82,2.28,1.49,12.94,2.41,8.66,-6.5,-6.41,6.31,0.42
F00000UF1Z,15.82,2.28,1.49,12.94,2.41,8.66,-6.5,-6.41,6.31,0.42
0P000148YE,15.82,2.28,1.49,12.94,2.41,8.66,-6.5,-6.41,6.31,0.42
F00000OU96,15.82,2.28,1.49,12.94,2.41,8.66,-6.5,-6.41,6.31,0.42
F00000Z1T9,16.45,2.72,0.97,10.06,2.11,10.42,-5.06,-5.4,16.68,-1.7
F0GBR059RK,15.14,1.87,1.12,10,2.22,10.02,-7.02,-7.79,6.75,-4.45
F0GBR04GPJ,15.14,1.87,1.12,10,2.22,10.02,-7.02,-7.79,6.75,-4.45
F0GBR06P0W,21.39,2.94,2.02,13.2,0.81,10.38,-7.49,-3.91,1.9,2.15
F0GBR04HKP,21.39,2.94,2.02,13.2,0.81,10.38,-7.49,-3.91,1.9,2.15
F00000OU9I,21.39,2.94,2.02,13.2,0.81,10.38,-7.49,-3.91,1.9,2.15
F000014MAT,16.17,2.9,1.68,13.53,2.89,8.78,-3.87,-7.41,5.43,0.01
F00000MDB1,15.86,1.39,1.54,11.31,2.25,12.26,-11.45,-3.43,4.94,1.99
F00000MDAZ,15.86,1.39,1.54,11.31,2.25,12.26,-11.45,-3.43,4.94,1.99
F00000TQLQ,17.24,2.19,1.71,12.63,1.93,13.16,-5.3,-5.25,0.12,-0.22
F00000TQLS,17.24,2.19,1.71,12.63,1.93,13.16,-5.3,-5.25,0.12,-0.22
F00000TQMF,15.42,1.86,1.56,11.09,2.59,11.72,-5.9,-10.19,-6.7,-3.14
F00000TQMJ,15.42,1.86,1.56,11.09,2.59,11.72,-5.9,-10.19,-6.7,-3.14
F00000WQ4L,23.42,4.42,3.57,21.54,2.26,9.53,-6.82,-3.8,1.65,1.9
F00000WQ4H,23.42,4.42,3.57,21.54,2.26,9.53,-6.82,-3.8,1.65,1.9
F00000SJ7Y,22.76,4.05,3.6,20.88,2.49,8.13,-9.23,-3.57,0.93,5.11
F00000ZTV3,22.76,4.05,3.6,20.88,2.49,8.13,-9.23,-3.57,0.93,5.11
F0GBR06OGV,22.76,4.05,3.6,20.88,2.49,8.13,-9.23,-3.57,0.93,5.11
F0GBR06OGU,22.76,4.05,3.6,20.88,2.49,8.13,-9.23,-3.57,0.93,5.11
F0GBR06OGX,22.76,4.05,3.6,20.88,2.49,8.13,-9.23,-3.57,0.93,5.11
F00000OIGU,11.06,1.14,0.76,7.85,2.79,15.35,-3.2,-7,-3.12,-3.28
F000014PU7,15.94,2.01,1.37,15.06,2.79,9.19,-8.12,-0.5,20.17,0.3
F00000WK2T,15.94,2.01,1.37,15.06,2.79,9.19,-8.12,-0.5,20.17,0.3
F00000Q6JT,16.52,2.17,1.42,15.3,2.82,9.78,-7.06,0.8,23.96,0.64
F00000Q6JU,16.52,2.17,1.42,15.3,2.82,9.78,-7.06,0.8,23.96,0.64
F00000SZGU,16.52,2.17,1.42,15.3,2.82,9.78,-7.06,0.8,23.96,0.64
F00000XXVT,13.65,1.72,1.54,9.45,2.76,11.5,-6.81,-8.54,-2.11,-2.41
F00000LWVH,14.16,1.75,1.5,9.77,2.53,11.64,-8.06,-8.2,-0.1,-2.62
F00000UDZ7,14.16,1.75,1.5,9.77,2.53,11.64,-8.06,-8.2,-0.1,-2.62
F000003YD1,10.82,1.37,1.05,6.88,4.02,8.63,-3.26,-7.12,-5.42,-2.03
F00000XUIV,7.7,1.07,0.44,5.31,1.81,0.26,-0.71,-9.38,11.93,-23.18
F00000XUIW,7.7,1.07,0.44,5.31,1.81,0.26,-0.71,-9.38,11.93,-23.18
F00000YLXY,7.7,1.07,0.44,5.31,1.81,0.26,-0.71,-9.38,11.93,-23.18
F00000YQNM,13.48,1.75,1.61,9.92,2.66,13.47,-7.62,-8.45,-1.94,-2.51
F0GBR06FXV,13.44,1.68,1.21,8.81,2.63,10.48,-1.49,-4.42,9.14,-1.77
F0GBR06FXX,13.44,1.68,1.21,8.81,2.63,10.48,-1.49,-4.42,9.14,-1.77
F0GBR06FY2,13.44,1.68,1.21,8.81,2.63,10.48,-1.49,-4.42,9.14,-1.77
F0GBR06FY0,13.44,1.68,1.21,8.81,2.63,10.48,-1.49,-4.42,9.14,-1.77
F00000YLXW,7.7,1.07,0.44,5.31,1.81,0.26,-0.71,-9.38,11.93,-23.18
F00000VIF2,23.38,5.23,3.22,20.63,2.28,6.94,-9.64,1.23,6.5,10.42
F00000VIF4,23.38,5.23,3.22,20.63,2.28,6.94,-9.64,1.23,6.5,10.42
F00000VIF6,23.38,5.23,3.22,20.63,2.28,6.94,-9.64,1.23,6.5,10.42
F00000TGIQ,23.33,4.05,3.05,19.66,1.29,12.2,-0.25,4.58,26.33,7.69
F00000O5G5,23.33,4.05,3.05,19.66,1.29,12.2,-0.25,4.58,26.33,7.69
F000000KX0,11.62,1.5,1.33,7.98,3.38,11.18,-4.79,-8.52,-4.1,-3.15
F000000KX4,11.62,1.5,1.33,7.98,3.38,11.18,-4.79,-8.52,-4.1,-3.15
F00000TGGO,16.06,2.7,1.78,13.81,3.25,8.64,-3.97,-5.55,-7.21,-1.77
F00000TGFI,16.06,2.7,1.78,13.81,3.25,8.64,-3.97,-5.55,-7.21,-1.77
F00000TGGQ,16.06,2.7,1.78,13.81,3.25,8.64,-3.97,-5.55,-7.21,-1.77
F0000106V1,10.75,1.73,1.27,8,4.02,13.58,1.44,-11.17,-8.35,-3.55
F0000106UZ,10.75,1.73,1.27,8,4.02,13.58,1.44,-11.17,-8.35,-3.55
FOGBR05U53,13.72,1.79,1.15,10.14,2.9,9.64,-13.36,-6.07,1.17,-0.52
F000010NXG,12.98,2.01,1.24,11.43,3.57,6.99,-5.93,-4.13,-7.18,0.15
F000010NXJ,12.98,2.01,1.24,11.43,3.57,6.99,-5.93,-4.13,-7.18,0.15
F0GBR050J6,14.14,1.68,1.12,9.45,3.02,16.27,-1.44,-11.53,-8.83,-7.59
F00000WQ4J,23.42,4.42,3.57,21.54,2.26,9.53,-6.82,-3.8,1.65,1.9
F00000UDZA,10.82,1.37,1.05,6.88,4.02,8.63,-3.26,-7.12,-5.42,-2.03
F0GBR06FY4,13.44,1.68,1.21,8.81,2.63,10.48,-1.49,-4.42,9.14,-1.77
F0GBR06FY6,13.44,1.68,1.21,8.81,2.63,10.48,-1.49,-4.42,9.14,-1.77
F00000ZTBI,13.44,1.68,1.21,8.81,2.63,10.48,-1.49,-4.42,9.14,-1.77
F00000SJ22,15.45,1.99,1.22,16.74,1.88,7.37,-12.81,-5.11,14.82,1.61
F00000SD92,15.45,1.99,1.22,16.74,1.88,7.37,-12.81,-5.11,14.82,1.61
F0GBR06LU1,14.28,1.72,1.49,8.59,2.22,15.79,-10.77,-9.01,2.27,-3.34
F0000003AN,14.51,1.89,1.5,9.85,2.58,8.78,-7.61,-8.43,1.53,-1.93
F00000W9ND,13.34,1.69,1.49,9.28,2.89,11.26,-4.97,-8.25,-3.45,-2.44
F000010NXD,11,1.11,0.77,6.75,2.32,11.87,-10.74,-7.34,0.47,-4.97
FOGBR05TW2,12.74,1.78,0.95,11.09,1.07,10.8,-7.99,-6.83,22.55,4.21
FOGBR05TW3,12.74,1.78,0.95,11.09,1.07,10.8,-7.99,-6.83,22.55,4.21
F0GBR06HSH,29.01,3.79,2.92,18.42,0.73,13.03,5.48,3.26,18.31,8.96
F0GBR04SKO,29.01,3.79,2.92,18.42,0.73,13.03,5.48,3.26,18.31,8.96
F0GBR04GK3,14.66,1.94,1.14,8.54,1.03,10.52,-11.35,-6.05,17.24,3.64
F0GBR06FNX,14.66,1.94,1.14,8.54,1.03,10.52,-11.35,-6.05,17.24,3.64
F0GBR06KRI,13.82,1.78,1,6.47,2.88,9.06,-2.76,-5.52,9.29,-2.6
F00000OY37,22.17,2.68,3.14,24.54,1.32,17.32,-9.9,-0.16,0.25,0.46
F00000V5H9,22.17,2.68,3.14,24.54,1.32,17.32,-9.9,-0.16,0.25,0.46
F00000ZDVB,21.39,4.75,2.47,18.03,2.42,7.22,-4.13,0.89,8.92,3.1
F00000ZDVD,21.39,4.75,2.47,18.03,2.42,7.22,-4.13,0.89,8.92,3.1
F00000Y4BM,14.27,1.42,1.05,11.02,5.82,6.78,1.59,-2.29,-5.8,9.25
F00000Y4BO,14.27,1.42,1.05,11.02,5.82,6.78,1.59,-2.29,-5.8,9.25
F00000Y4BQ,14.27,1.42,1.05,11.02,5.82,6.78,1.59,-2.29,-5.8,9.25
F0GBR06J42,14.66,1.45,1.33,13,0.93,19.48,16.24,-4.08,22.78,2.95
F00000VKHB,12.11,1.51,1.02,9.43,2.22,9.8,-5.32,-6.61,-1.11,-2.15
F0GBR06L03,17.18,2.53,2.39,13.86,1.81,14.06,-0.27,-6.38,3.2,-1.23
F00000NF4R,15.82,2.28,1.49,12.94,2.41,8.66,-6.5,-6.41,6.31,0.42
F00000NF4S,15.82,2.28,1.49,12.94,2.41,8.66,-6.5,-6.41,6.31,0.42
F00000OXO9,15.82,2.28,1.49,12.94,2.41,8.66,-6.5,-6.41,6.31,0.42
F00000XSAU,15.04,2.4,0.83,10.11,2.78,9.85,-0.67,-3.31,14.12,1.12
F00000XSB4,15.04,2.4,0.83,10.11,2.78,9.85,-0.67,-3.31,14.12,1.12
F00000XSB2,15.04,2.4,0.83,10.11,2.78,9.85,-0.67,-3.31,14.12,1.12
