SecId,P_E,P_B,P_Sales,P_CashFlow,Dividend_Yield_Percent,Long_term_earning_Percent,Historical_earning_Percent,Sales_growth_percent,Cashflow_growth_percent,Book_value_growth_percent,Equity_Holding,Other_Holding,Assets_in_top10_holdings_percent,Reported_turnover_percent,Active_Share_percent,Top3_sector_percent,Top5_sector_percent,Equity_Holding_Amount,giant_percent,large_percent,mid_percent,small_percent,micro_percent,Style,Style_5_Min,Style_5_Max,Yield,Yield_5_Min,Yield_5_Max,Momentum,Momentum_5_Min,Momentum_5_Max,Quality,Quality_5_Min,Quality_5_Max,Volatility,Volatility_5_Min,Volatility_5_Max,Liquidity,Liquidity_5_Min,Liquidity_5_Max,Size,Size_5_Min,Size_5_Max
F0GBR06KDH,13.02,1.56,1,9.37,3.19,7.29,-3.76,-3.41,-4.46,0.63,45,11,,98,72.43,58.98,75.46,12.80 Bil,13.21,39.13,31.76,6.72,0.35,81.52,64.44,88.44,14.48,11.38,23.57,65.56,20.12,90.63,79.92,75.24,89.45,28.96,18.52,79.4,21.08,21.08,83.75,34.2,34.2,51.17
F0GBR06KDN,14.84,1.93,1.15,9.29,2.15,11.23,-8.72,-6.28,-3.9,0.13,42,6,,,78.49,62.23,83.98,6.34 Bil,8.59,27.06,35.55,18.46,0,59.03,43.89,91.12,44.77,24.48,64.63,23.47,14.59,98.17,71.86,32.82,79.52,13.06,5.17,44.56,20.03,14.38,89.98,23.9,20.35,26.55
F000014XWZ,8.42,1.13,0.9,6.63,2.91,7.75,-0.57,-5.62,0.74,-0.75,54,2,,424,75.09,67.6,87.34,12.13 Bil,19.67,39.72,25.35,15.71,0,97.99,53.65,97.99,22.6,5.48,71.65,10.17,2.37,88.89,67.39,17.96,78.79,13.45,4.13,45.54,18.91,16.86,73.41,31.91,22.16,40.85
F00000O7HQ,8.42,1.13,0.9,6.63,2.91,7.75,-0.57,-5.62,0.74,-0.75,54,2,,424,75.09,67.6,87.34,12.13 Bil,19.67,39.72,25.35,15.71,0,97.99,53.65,97.99,22.6,5.48,71.65,10.17,2.37,88.89,67.39,17.96,78.79,13.45,4.13,45.54,18.91,16.86,73.41,31.91,22.16,40.85
F0GBR04C7X,8.42,1.13,0.9,6.63,2.91,7.75,-0.57,-5.62,0.74,-0.75,54,2,,424,75.09,67.6,87.34,12.13 Bil,19.67,39.72,25.35,15.71,0,97.99,53.65,97.99,22.6,5.48,71.65,10.17,2.37,88.89,67.39,17.96,78.79,13.45,4.13,45.54,18.91,16.86,73.41,31.91,22.16,40.85
F000014XXB,13.99,1.67,0.97,11.34,1.58,8.96,-15.87,-6.64,7.54,-0.77,50,4,,125,82.32,78.34,92.21,5.82 Bil,8.38,28.64,34.99,19.82,2.92,75.48,30.33,85.56,65.1,12.7,71.99,13.77,7.94,98.53,65.55,25.84,76.76,9.19,2.66,43.02,18.36,10.63,79.41,22.29,18.43,30.99
F00000NKOC,13.99,1.67,0.97,11.34,1.58,8.96,-15.87,-6.64,7.54,-0.77,50,4,,125,82.32,78.34,92.21,5.82 Bil,8.38,28.64,34.99,19.82,2.92,75.48,30.33,85.56,65.1,12.7,71.99,13.77,7.94,98.53,65.55,25.84,76.76,9.19,2.66,43.02,18.36,10.63,79.41,22.29,18.43,30.99
F0GBR04SCW,13.99,1.67,0.97,11.34,1.58,8.96,-15.87,-6.64,7.54,-0.77,50,4,,125,82.32,78.34,92.21,5.82 Bil,8.38,28.64,34.99,19.82,2.92,75.48,30.33,85.56,65.1,12.7,71.99,13.77,7.94,98.53,65.55,25.84,76.76,9.19,2.66,43.02,18.36,10.63,79.41,22.29,18.43,30.99
F000014XXD,14.88,1.93,1.15,9.31,2.15,11.24,-8.66,-6.26,-4.07,0.14,42,7,35,150,78.53,62.39,84.05,6.28 Bil,8.69,27.14,35.97,18.89,0,58.46,44.16,91.41,45.57,24.86,66.65,23.55,14.99,98.72,70.9,31.84,79.65,13.07,5.24,41.86,20.21,14.57,90.83,23.97,18.9,26.12
F000003U7B,14.88,1.93,1.15,9.31,2.15,11.24,-8.66,-6.26,-4.07,0.14,42,7,35,150,78.53,62.39,84.05,6.28 Bil,8.69,27.14,35.97,18.89,0,58.46,44.16,91.41,45.57,24.86,66.65,23.55,14.99,98.72,70.9,31.84,79.65,13.07,5.24,41.86,20.21,14.57,90.83,23.97,18.9,26.12
F0GBR04E9A,14.88,1.93,1.15,9.31,2.15,11.24,-8.66,-6.26,-4.07,0.14,42,7,35,150,78.53,62.39,84.05,6.28 Bil,8.69,27.14,35.97,18.89,0,58.46,44.16,91.41,45.57,24.86,66.65,23.55,14.99,98.72,70.9,31.84,79.65,13.07,5.24,41.86,20.21,14.57,90.83,23.97,18.9,26.12
F00000UMAF,17.64,3.16,2.04,13.14,3.3,8.93,-5.12,2.4,11.18,8.4,22,13,62,,,100,100,21.44 Bil,25.92,41.27,30.8,0,0,67.87,55.46,71.37,11.94,11.94,61.69,92.16,41.8,93.12,76.46,71.13,89.8,80.97,36.55,95.74,87.56,72.73,94.81,42.93,42.41,61.58
F00000UMAI,17.64,3.16,2.04,13.14,3.3,8.93,-5.12,2.4,11.18,8.4,22,13,62,,,100,100,21.44 Bil,25.92,41.27,30.8,0,0,67.87,55.46,71.37,11.94,11.94,61.69,92.16,41.8,93.12,76.46,71.13,89.8,80.97,36.55,95.74,87.56,72.73,94.81,42.93,42.41,61.58
F00000Y8YN,17.64,3.16,2.04,13.14,3.3,8.93,-5.12,2.4,11.18,8.4,22,13,62,,,100,100,,,,30.8,0,0,67.87,55.46,71.37,11.94,11.94,61.69,92.16,41.8,93.12,76.46,71.13,89.8,80.97,36.55,95.74,87.56,72.73,94.81,42.93,42.41,61.58
F00000UMAO,17.64,3.16,2.04,13.14,3.3,8.93,-5.12,2.4,11.18,8.4,22,13,62,,,100,100,,25.92,41.27,30.8,0,0,67.87,55.46,71.37,11.94,11.94,61.69,92.16,41.8,93.12,76.46,71.13,89.8,80.97,36.55,95.74,87.56,72.73,94.81,42.93,42.41,61.58
F0GBR06HVF,27.56,4.34,1.68,17.26,0.78,15.37,14.87,5.38,36.49,12.84,53,6,34,37.35,,56.89,81.73,,0,0,41.43,54.83,1.77,3.61,1,53.18,96.19,68.99,96.98,10.47,1,96.53,3.42,2.92,31.33,9.9,2.39,34.1,65.57,35.66,99.1,6.39,3.91,8.77
F00000P8DV,27.56,4.34,1.68,17.26,0.78,15.37,14.87,5.38,36.49,12.84,53,6,34,37.35,,56.89,81.73,,0,0,41.43,54.83,1.77,3.61,1,53.18,96.19,68.99,96.98,10.47,1,96.53,3.42,2.92,31.33,9.9,2.39,34.1,65.57,35.66,99.1,6.39,3.91,8.77
F00000Y4J0,27.56,4.34,1.68,17.26,0.78,15.37,14.87,5.38,36.49,12.84,53,6,34,37.35,,56.89,81.73,1.30 Bil,0,0,41.43,54.83,1.77,3.61,1,53.18,96.19,68.99,96.98,10.47,1,96.53,3.42,2.92,31.33,9.9,2.39,34.1,65.57,35.66,99.1,6.39,3.91,8.77
F0GBR04RV2,27.56,4.34,1.68,17.26,0.78,15.37,14.87,5.38,36.49,12.84,53,6,34,37.35,,56.89,81.73,1.30 Bil,0,0,41.43,54.83,1.77,3.61,1,53.18,96.19,68.99,96.98,10.47,1,96.53,3.42,2.92,31.33,9.9,2.39,34.1,65.57,35.66,99.1,6.39,3.91,8.77
F00000J5DM,14.17,1.75,1.49,9.78,2.52,11.63,-8.11,-8.17,-0.04,-2.59,390,216,,,,46.12,68.16,,35.25,29.36,23.95,4.87,0.66,69.04,61.85,81.79,28.19,11.5,35.83,74.55,24.08,83.6,83.95,46.7,85.75,29.35,14.49,81.86,36.36,27.49,89.9,47.48,44.34,64.3
F00000NRQ7,14.17,1.75,1.49,9.78,2.52,11.63,-8.11,-8.17,-0.04,-2.59,390,216,,,,46.12,68.16,,35.25,29.36,23.95,4.87,0.66,69.04,61.85,81.79,28.19,11.5,35.83,74.55,24.08,83.6,83.95,46.7,85.75,29.35,14.49,81.86,36.36,27.49,89.9,47.48,44.34,64.3
F00000OOVI,14.17,1.75,1.49,9.78,2.52,11.63,-8.11,-8.17,-0.04,-2.59,390,216,,,,46.12,68.16,,35.25,29.36,23.95,4.87,0.66,69.04,61.85,81.79,28.19,11.5,35.83,74.55,24.08,83.6,83.95,46.7,85.75,29.35,14.49,81.86,36.36,27.49,89.9,47.48,44.34,64.3
F00000J5DN,14.17,1.75,1.49,9.78,2.52,11.63,-8.11,-8.17,-0.04,-2.59,390,216,,,,46.12,68.16,22.01 Bil,35.25,29.36,23.95,4.87,0.66,69.04,61.85,81.79,28.19,11.5,35.83,74.55,24.08,83.6,83.95,46.7,85.75,29.35,14.49,81.86,36.36,27.49,89.9,47.48,44.34,64.3
F00000P6YC,14.17,1.75,1.49,9.78,2.52,11.63,-8.11,-8.17,-0.04,-2.59,390,216,,,,46.12,68.16,,35.25,29.36,23.95,4.87,0.66,69.04,61.85,81.79,28.19,11.5,35.83,74.55,24.08,83.6,83.95,46.7,85.75,29.35,14.49,81.86,36.36,27.49,89.9,47.48,44.34,64.3
F00000XMNY,14.17,1.75,1.49,9.78,2.52,11.63,-8.11,-8.17,-0.04,-2.59,390,216,,,,46.12,68.16,,35.25,29.36,23.95,4.87,0.66,69.04,61.85,81.79,28.19,11.5,35.83,74.55,24.08,83.6,83.95,46.7,85.75,29.35,14.49,81.86,36.36,27.49,89.9,47.48,44.34,64.3
F00000X3SE,13.36,1.73,1.28,8.67,2.6,11.17,-6.04,-6.01,5.08,-2.65,259,178,31,,26.75,46.34,67.67,19.20 Bil,34.39,25.3,26.43,7.96,0.6,73.84,51.27,82.36,21.97,8.19,29.89,68.25,14.76,81.47,75.66,35.87,81.99,31.26,12.1,77.09,38.69,28.99,87.29,42.35,41.04,58.93
F0GBR04EAP,23.08,3.06,3.1,23.85,1.42,12.42,-11.6,-6.17,11.44,1.44,37,6,40,18.68,78.77,51.27,77.93,8.07 Bil,15.36,22.41,47.68,11.15,0,13.42,5.65,73.47,80.76,20.5,87.42,47.98,10.44,93.1,35.01,16.34,89.03,31.84,10.12,41.39,46.45,18.06,91.39,23.55,23.55,42.08
F000002XX1,15.1,2.12,1.19,11.12,2.72,9.16,-5.88,-4.8,3.93,-0.4,48,8,34,9.03,73,66.52,86.44,7.76 Bil,10.21,22.44,42.12,17.27,1.48,66.94,51.81,82.78,27.65,8.78,30.94,59.49,21.45,87.38,70.51,70.49,90.77,31.45,13.27,92.23,62.3,21.84,91.72,26.39,25.28,44.46
F0GBR050DD,11.63,1.24,0.99,8.45,2.87,13.84,-8.1,-8.12,-3.98,-2.38,45,2,45,19.61,61.15,61.02,79.09,15.75 Bil,28.92,33.19,20.38,11.49,0.92,79.85,28.24,94.5,18.27,7.01,51.93,72.87,22.23,98.14,72.33,42.2,91.78,24.98,2.84,93.19,41.39,14.73,89.33,42.32,21.48,47.15
F0GBR04S31,19.41,2.26,1.48,16.45,0.63,15.16,-19.56,-1.06,21.45,1.14,52,2,30,28.94,95.58,62.45,78.57,1.81 Bil,0,0.84,53.36,38.83,3.71,18.61,9.71,25.9,95.23,64.34,97.46,20.91,8.12,95.03,20.61,14.4,40.36,11.61,2.34,39.21,39.27,13.41,88.37,10.2,7.75,27.05
F0GBR050CG,19.41,2.26,1.48,16.45,0.63,15.16,-19.56,-1.06,21.45,1.14,52,2,30,28.94,95.58,62.45,78.57,1.81 Bil,0,0.84,53.36,38.83,3.71,18.61,9.71,25.9,95.23,64.34,97.46,20.91,8.12,95.03,20.61,14.4,40.36,11.61,2.34,39.21,39.27,13.41,88.37,10.2,7.75,27.05
F0GBR04FKN,10.23,1.06,0.57,6.57,2.08,14.88,-10.92,-12.92,1.6,-9.05,47,2,45,-7.38,70.05,57.56,80.8,9.64 Bil,21.29,37.73,15.69,19.02,6.04,86.49,23.56,97.89,44.34,4.7,77.25,44.71,15.8,99.48,84.93,39.82,92.85,9.59,2.82,79.53,27.34,15.45,90.46,29.23,16.64,43
0P0000VHN0,19.85,3.74,3.8,15,1.41,16.91,-1.29,-4.99,3.08,-0.96,62,14,36,96.3,72.22,50.96,74.33,17.20 Bil,27.65,23.99,41.05,3.9,0.32,14.17,3.36,23.65,75.29,36.46,81.78,32.78,5,81.79,32.55,9.71,66.7,33.17,10.49,52.48,52,14.78,84.73,36.96,34.32,51.63
0P0000VHN1,19.85,3.74,3.8,15,1.41,16.91,-1.29,-4.99,3.08,-0.96,62,14,36,96.3,72.22,50.96,74.33,17.20 Bil,27.65,23.99,41.05,3.9,0.32,14.17,3.36,23.65,75.29,36.46,81.78,32.78,5,81.79,32.55,9.71,66.7,33.17,10.49,52.48,52,14.78,84.73,36.96,34.32,51.63
F0000020SC,19.85,3.74,3.8,15,1.41,16.91,-1.29,-4.99,3.08,-0.96,62,14,36,96.3,72.22,50.96,74.33,17.20 Bil,27.65,23.99,41.05,3.9,0.32,14.17,3.36,23.65,75.29,36.46,81.78,32.78,5,81.79,32.55,9.71,66.7,33.17,10.49,52.48,52,14.78,84.73,36.96,34.32,51.63
0P0000VHN2,19.85,3.74,3.8,15,1.41,16.91,-1.29,-4.99,3.08,-0.96,62,14,36,96.3,72.22,50.96,74.33,17.20 Bil,27.65,23.99,41.05,3.9,0.32,14.17,3.36,23.65,75.29,36.46,81.78,32.78,5,81.79,32.55,9.71,66.7,33.17,10.49,52.48,52,14.78,84.73,36.96,34.32,51.63
0P0000X5CU,19.85,3.74,3.8,15,1.41,16.91,-1.29,-4.99,3.08,-0.96,62,14,36,96.3,72.22,50.96,74.33,17.20 Bil,27.65,23.99,41.05,3.9,0.32,14.17,3.36,23.65,75.29,36.46,81.78,32.78,5,81.79,32.55,9.71,66.7,33.17,10.49,52.48,52,14.78,84.73,36.96,34.32,51.63
F00000XVRP,19.85,3.74,3.8,15,1.41,16.91,-1.29,-4.99,3.08,-0.96,62,14,36,96.3,72.22,50.96,74.33,17.20 Bil,27.65,23.99,41.05,3.9,0.32,14.17,3.36,23.65,75.29,36.46,81.78,32.78,5,81.79,32.55,9.71,66.7,33.17,10.49,52.48,52,14.78,84.73,36.96,34.32,51.63
F0GBR04ARJ,8.46,2.11,1.78,5.92,2.48,14.54,18.48,-3.99,-4.69,-1.49,45,37,56,30.03,80.17,100,100,28.33 Bil,30.61,44.82,20.29,2.47,0.09,79.96,21.42,84.72,34.55,12.03,95.5,2.51,1,100,7.12,5.62,53,14.03,2.03,24.31,17.03,6.1,70.59,49.56,29.74,51.23
0P0000RZ3H,8.46,2.11,1.78,5.92,2.48,14.54,18.48,-3.99,-4.69,-1.49,45,37,56,30.03,80.17,100,100,28.33 Bil,30.61,44.82,20.29,2.47,0.09,79.96,21.42,84.72,34.55,12.03,95.5,2.51,1,100,7.12,5.62,53,14.03,2.03,24.31,17.03,6.1,70.59,49.56,29.74,51.23
F000000F9X,8.46,2.11,1.78,5.92,2.48,14.54,18.48,-3.99,-4.69,-1.49,45,37,56,30.03,80.17,100,100,28.33 Bil,30.61,44.82,20.29,2.47,0.09,79.96,21.42,84.72,34.55,12.03,95.5,2.51,1,100,7.12,5.62,53,14.03,2.03,24.31,17.03,6.1,70.59,49.56,29.74,51.23
0P0000VHOE,8.46,2.11,1.78,5.92,2.48,14.54,18.48,-3.99,-4.69,-1.49,45,37,56,30.03,80.17,100,100,28.33 Bil,30.61,44.82,20.29,2.47,0.09,79.96,21.42,84.72,34.55,12.03,95.5,2.51,1,100,7.12,5.62,53,14.03,2.03,24.31,17.03,6.1,70.59,49.56,29.74,51.23
F0000020MO,8.46,2.11,1.78,5.92,2.48,14.54,18.48,-3.99,-4.69,-1.49,45,37,56,30.03,80.17,100,100,28.33 Bil,30.61,44.82,20.29,2.47,0.09,79.96,21.42,84.72,34.55,12.03,95.5,2.51,1,100,7.12,5.62,53,14.03,2.03,24.31,17.03,6.1,70.59,49.56,29.74,51.23
0P0000VHOG,8.46,2.11,1.78,5.92,2.48,14.54,18.48,-3.99,-4.69,-1.49,45,37,56,30.03,80.17,100,100,28.33 Bil,30.61,44.82,20.29,2.47,0.09,79.96,21.42,84.72,34.55,12.03,95.5,2.51,1,100,7.12,5.62,53,14.03,2.03,24.31,17.03,6.1,70.59,49.56,29.74,51.23
F00001071O,16.7,2.13,1.62,11.14,2.25,15.09,-8.65,-5.15,2.33,-2.33,43,5,53,,63.68,45.11,71.51,20.59 Bil,31.56,26.39,22.83,6.05,0,33.56,31.81,71.55,62.37,21.09,62.37,72.23,22.07,86.66,73.19,58.47,82.23,21.69,12.01,45.95,47.78,32.85,85.45,37.18,36.67,46.4
F00000ONYS,16.65,2.13,1.79,11.44,2.16,12.09,-5.93,-5.23,1.78,-0.45,0,11,100,13.97,90.46,40.44,62.29,43.05 Bil,42.5,33.19,19.65,1.99,0.13,60.41,58.07,70.41,32.09,19.82,35.39,67.96,33.87,70.77,73.15,61.52,75.03,44.18,35.57,74.48,48.4,40.82,79.84,64.6,61.53,72.98
F0GBR06IQR,16.65,2.13,1.79,11.44,2.16,12.09,-5.93,-5.23,1.78,-0.45,0,11,100,13.97,90.46,40.44,62.29,,42.5,33.19,19.65,1.99,0.13,60.41,58.07,70.41,32.09,19.82,35.39,67.96,33.87,70.77,73.15,61.52,75.03,44.18,35.57,74.48,48.4,40.82,79.84,64.6,61.53,72.98
F00000MQUX,17.06,2.88,2.21,13.54,1.91,12.6,-6.19,-5.19,3.49,-1.64,141,6,46,150,61.58,44.79,70.03,16.87 Bil,29.39,28.05,25.74,9.6,1.78,34.21,19.72,60.54,59.34,31.83,62.91,70.61,11.45,83.37,70.83,31.6,77.27,32.3,12.88,67.96,41.06,35.66,92.56,38.81,37.32,48.75
F0GBR06IQT,17.06,2.88,2.21,13.54,1.91,12.6,-6.19,-5.19,3.49,-1.64,141,6,46,150,61.58,44.79,70.03,16.87 Bil,29.39,28.05,25.74,9.6,1.78,34.21,19.72,60.54,59.34,31.83,62.91,70.61,11.45,83.37,70.83,31.6,77.27,32.3,12.88,67.96,41.06,35.66,92.56,38.81,37.32,48.75
F0GBR04ELG,19.98,3.81,3.85,15.19,1.41,16.82,-1.42,-4.77,2.96,-0.77,62,7,36,40.72,72.77,50.81,74.05,16.55 Bil,27.37,24.66,41.97,3.99,0.7,14.09,3.09,23.66,75.63,34.6,82.18,33.07,4.94,82.24,31.59,9.5,66.02,33.29,10.4,51.65,53.84,14.79,84.6,36.24,34.89,53.11
F00000J007,19.98,3.81,3.85,15.19,1.41,16.82,-1.42,-4.77,2.96,-0.77,62,7,36,40.72,72.77,50.81,74.05,16.55 Bil,27.37,24.66,41.97,3.99,0.7,14.09,3.09,23.66,75.63,34.6,82.18,33.07,4.94,82.24,31.59,9.5,66.02,33.29,10.4,51.65,53.84,14.79,84.6,36.24,34.89,53.11
F00000T33V,19.98,3.81,3.85,15.19,1.41,16.82,-1.42,-4.77,2.96,-0.77,62,7,36,40.72,72.77,50.81,74.05,16.55 Bil,27.37,24.66,41.97,3.99,0.7,14.09,3.09,23.66,75.63,34.6,82.18,33.07,4.94,82.24,31.59,9.5,66.02,33.29,10.4,51.65,53.84,14.79,84.6,36.24,34.89,53.11
F000010KU7,19.98,3.81,3.85,15.19,1.41,16.82,-1.42,-4.77,2.96,-0.77,62,7,36,40.72,72.77,50.81,74.05,16.55 Bil,27.37,24.66,41.97,3.99,0.7,14.09,3.09,23.66,75.63,34.6,82.18,33.07,4.94,82.24,31.59,9.5,66.02,33.29,10.4,51.65,53.84,14.79,84.6,36.24,34.89,53.11
F0GBR04RTV,14.74,2,1.59,12.78,2.69,10.8,-10.56,-6,-3.49,-1.19,45,5,40,51.7,65.39,55.14,79.58,21.69 Bil,39.48,17.44,29.28,7.55,0,67.5,46.75,78.93,25.43,12.55,56.94,80.44,20.32,95.55,68.41,43.08,89.52,49.26,16.08,82.51,57.51,30.39,91.32,44.99,43.06,62.32
F00000MJPT,14.74,2,1.59,12.78,2.69,10.8,-10.56,-6,-3.49,-1.19,45,5,40,51.7,65.39,55.14,79.58,21.69 Bil,39.48,17.44,29.28,7.55,0,67.5,46.75,78.93,25.43,12.55,56.94,80.44,20.32,95.55,68.41,43.08,89.52,49.26,16.08,82.51,57.51,30.39,91.32,44.99,43.06,62.32
F00000VFX1,14.74,2,1.59,12.78,2.69,10.8,-10.56,-6,-3.49,-1.19,45,5,40,51.7,65.39,55.14,79.58,21.69 Bil,39.48,17.44,29.28,7.55,0,67.5,46.75,78.93,25.43,12.55,56.94,80.44,20.32,95.55,68.41,43.08,89.52,49.26,16.08,82.51,57.51,30.39,91.32,44.99,43.06,62.32
F00000WNYU,14.74,2,1.59,12.78,2.69,10.8,-10.56,-6,-3.49,-1.19,45,5,40,51.7,65.39,55.14,79.58,21.69 Bil,39.48,17.44,29.28,7.55,0,67.5,46.75,78.93,25.43,12.55,56.94,80.44,20.32,95.55,68.41,43.08,89.52,49.26,16.08,82.51,57.51,30.39,91.32,44.99,43.06,62.32
F0GBR04RTX,17.04,2.22,2.03,12.89,1.29,12.08,-9.18,-6.09,2.61,0.58,77,4,27,109.08,72.49,55.2,72.6,4.55 Bil,17.11,9.73,42.04,27.13,2.53,26.07,10.79,36.48,81.38,59.68,83.89,28.03,6.14,72.43,18.78,11.18,35.03,14.49,6.03,52.66,40.35,31.96,91.3,18.35,17.43,28.49
F00000HHAW,17.04,2.22,2.03,12.89,1.29,12.08,-9.18,-6.09,2.61,0.58,77,4,27,109.08,72.49,55.2,72.6,4.55 Bil,17.11,9.73,42.04,27.13,2.53,26.07,10.79,36.48,81.38,59.68,83.89,28.03,6.14,72.43,18.78,11.18,35.03,14.49,6.03,52.66,40.35,31.96,91.3,18.35,17.43,28.49
F00000VFW6,17.04,2.22,2.03,12.89,1.29,12.08,-9.18,-6.09,2.61,0.58,77,4,27,109.08,72.49,55.2,72.6,4.55 Bil,17.11,9.73,42.04,27.13,2.53,26.07,10.79,36.48,81.38,59.68,83.89,28.03,6.14,72.43,18.78,11.18,35.03,14.49,6.03,52.66,40.35,31.96,91.3,18.35,17.43,28.49
F0GBR04EM8,14.17,1.75,1.49,9.8,2.52,11.64,-8.05,-8.16,0.05,-2.6,388,181,31,-16.28,,46.12,68.23,21.93 Bil,35.91,29.96,24.77,4.98,0.6,69.86,62.51,81.47,27.38,11.08,37.87,74.51,24.17,84.18,84.52,51.54,85.82,29.34,14.59,73.21,35.82,27.66,89.66,47.51,44.42,63.18
F0GBR04CJ2,14.17,1.75,1.49,9.8,2.52,11.64,-8.05,-8.16,0.05,-2.6,388,181,31,-16.28,,46.12,68.23,21.93 Bil,35.91,29.96,24.77,4.98,0.6,69.86,62.51,81.47,27.38,11.08,37.87,74.51,24.17,84.18,84.52,51.54,85.82,29.34,14.59,73.21,35.82,27.66,89.66,47.51,44.42,63.18
F0GBR04DHW,18.47,2.39,1.66,11.76,1.8,13.56,-7.84,-5.83,16.15,3.43,73,5,29,31.75,63.14,54.32,74.86,7.22 Bil,13.53,23.71,37.26,20.85,1.76,30.05,25.49,45.45,73.4,48.69,75.13,64.35,14.42,92.08,62.41,37.48,81.47,32.02,9.19,67.54,56.46,28.64,90.08,22.36,21.83,32.72
F0GBR053M8,18.47,2.39,1.66,11.76,1.8,13.56,-7.84,-5.83,16.15,3.43,73,5,29,31.75,63.14,54.32,74.86,7.22 Bil,13.53,23.71,37.26,20.85,1.76,30.05,25.49,45.45,73.4,48.69,75.13,64.35,14.42,92.08,62.41,37.48,81.47,32.02,9.19,67.54,56.46,28.64,90.08,22.36,21.83,32.72
F00000Q9TV,18.47,2.39,1.66,11.76,1.8,13.56,-7.84,-5.83,16.15,3.43,73,5,29,31.75,63.14,54.32,74.86,7.22 Bil,13.53,23.71,37.26,20.85,1.76,30.05,25.49,45.45,73.4,48.69,75.13,64.35,14.42,92.08,62.41,37.48,81.47,32.02,9.19,67.54,56.46,28.64,90.08,22.36,21.83,32.72
F00000Q9TT,18.47,2.39,1.66,11.76,1.8,13.56,-7.84,-5.83,16.15,3.43,73,5,29,31.75,63.14,54.32,74.86,7.22 Bil,13.53,23.71,37.26,20.85,1.76,30.05,25.49,45.45,73.4,48.69,75.13,64.35,14.42,92.08,62.41,37.48,81.47,32.02,9.19,67.54,56.46,28.64,90.08,22.36,21.83,32.72
F00000Q9TU,18.47,2.39,1.66,11.76,1.8,13.56,-7.84,-5.83,16.15,3.43,73,5,29,31.75,63.14,54.32,74.86,7.22 Bil,13.53,23.71,37.26,20.85,1.76,30.05,25.49,45.45,73.4,48.69,75.13,64.35,14.42,92.08,62.41,37.48,81.47,32.02,9.19,67.54,56.46,28.64,90.08,22.36,21.83,32.72
F0GBR04SD6,15.47,1.85,1.07,8.04,2.86,11.27,-8.14,-3.91,20.7,2.12,61,32,34,50.13,66.58,53.93,72.48,7.03 Bil,17.1,16.55,28.08,24.28,2.7,64.83,59.81,79.6,23.5,11.36,29.28,80.81,16.72,93.5,83.31,52.09,88.57,37.84,12.53,81.59,44.12,34.99,90.69,23.63,23.22,32.47
F00000OT4O,15.47,1.85,1.07,8.04,2.86,11.27,-8.14,-3.91,20.7,2.12,61,32,34,50.13,66.58,53.93,72.48,7.03 Bil,17.1,16.55,28.08,24.28,2.7,64.83,59.81,79.6,23.5,11.36,29.28,80.81,16.72,93.5,83.31,52.09,88.57,37.84,12.53,81.59,44.12,34.99,90.69,23.63,23.22,32.47
F0GBR04RSL,17.39,2.34,1.64,16.45,2.36,9.47,-7.12,-1.02,-6.02,0.11,33,5,45,79.72,68.45,55.48,79.18,12.15 Bil,31.01,18.99,33,16.11,0,64.48,42.77,85.37,40.24,5.93,54.96,88.1,24.72,99.14,85.53,46.01,93.24,46.88,9.88,82.24,38.21,23.02,91.93,30.75,22.34,70.31
F0GBR04CIN,17.39,2.34,1.64,16.45,2.36,9.47,-7.12,-1.02,-6.02,0.11,33,5,45,79.72,68.45,55.48,79.18,12.15 Bil,31.01,18.99,33,16.11,0,64.48,42.77,85.37,40.24,5.93,54.96,88.1,24.72,99.14,85.53,46.01,93.24,46.88,9.88,82.24,38.21,23.02,91.93,30.75,22.34,70.31
F000003W7H,17.39,2.34,1.64,16.45,2.36,9.47,-7.12,-1.02,-6.02,0.11,33,5,45,79.72,68.45,55.48,79.18,12.15 Bil,31.01,18.99,33,16.11,0,64.48,42.77,85.37,40.24,5.93,54.96,88.1,24.72,99.14,85.53,46.01,93.24,46.88,9.88,82.24,38.21,23.02,91.93,30.75,22.34,70.31
F0GBR04FIF,13.11,1.7,1.31,12.17,3.53,8.76,-7.98,-4.88,-4.65,2.36,30,6,46,58.31,62.36,61.87,85.46,17.15 Bil,33.82,25.85,26.44,10.56,0,82.61,67.26,88.04,8.38,6.47,22.86,85.7,20.13,94.46,77.79,73.43,92.7,34.6,9.32,88.85,29.14,17.98,88.46,39.67,31.79,55.39
F00000OT4M,13.11,1.7,1.31,12.17,3.53,8.76,-7.98,-4.88,-4.65,2.36,30,6,46,58.31,62.36,61.87,85.46,17.15 Bil,33.82,25.85,26.44,10.56,0,82.61,67.26,88.04,8.38,6.47,22.86,85.7,20.13,94.46,77.79,73.43,92.7,34.6,9.32,88.85,29.14,17.98,88.46,39.67,31.79,55.39
F0GBR06DJP,18.9,1.74,1.17,15.73,1.65,11.9,-6.78,-0.26,-7.94,0.24,26,3,49,67.83,,64.82,85.38,2.57 Bil,0,0,67.59,32.32,0,68.29,29.42,81.12,71.77,30.94,79.51,50.12,14.38,99.11,27.82,11.4,78.13,19.89,3.56,47.15,26.76,8.2,89.51,11.76,9.08,16.02
